company_code,best_method,mae_M3b_Damp-IPF,mae_M3_IPF,mae_M2c_ZIP-Tract,mae_M3c_Var-Damp-IPF,mae_M1b_Learned-Wt,naics_group,region,urbanicity,size_bucket,county_minority_share,acs_lodes_disagreement,has_tract_data,is_finance_insurance,is_admin_staffing,is_healthcare
CK9456,M1b Learned-Wt,4.11,7.72,3.94,3.9,3.63,Professional/Technical (54),Midwest,Urban,100-999,0.1611,8.200000000000003,1,0,0,0
829792,M3b Damp-IPF,0.47,5.92,0.99,0.51,1.62,Professional/Technical (54),Midwest,Urban,100-999,0.2883,11.439999999999998,1,0,0,0
97560,M3b Damp-IPF,2.12,6.82,3.11,2.13,3.85,Professional/Technical (54),South,Urban,1k-9999,0.366,17.54,1,0,0,0
741502,M2c ZIP-Tract,0.81,5.8,0.54,0.73,0.74,Professional/Technical (54),South,Urban,100-999,0.2378,7.430000000000007,1,0,0,0
GR5344,M3 IPF,3.57,2.85,4.76,3.72,4.66,Professional/Technical (54),South,Urban,100-999,0.2664,2.8499999999999943,1,0,0,0
BM4140,M1b Learned-Wt,3.15,10.7,2.86,3.3,2.25,Professional/Technical (54),South,Urban,1-99,0.3084,10.639999999999993,1,0,0,0
BD6067,M3c Var-Damp-IPF,3.29,3.79,4.29,3.21,4.07,Professional/Technical (54),Midwest,Urban,100-999,0.2103,1.710000000000008,1,0,0,0
ET7699,M3c Var-Damp-IPF,3.9,7.26,4.0,3.88,4.46,Professional/Technical (54),South,Urban,100-999,0.3695,13.950000000000003,1,0,0,0
M50889,M1b Learned-Wt,12.1,17.02,11.33,11.68,10.51,Professional/Technical (54),South,Urban,1-99,0.2975,13.25,1,0,0,0
T03757,M2c ZIP-Tract,15.54,14.99,14.77,16.26,15.62,Professional/Technical (54),West,Urban,100-999,0.7755,23.13,1,0,0,0
CI6300,M3 IPF,5.46,2.75,6.54,5.33,5.91,Professional/Technical (54),South,Urban,100-999,0.3084,0.9300000000000068,1,0,0,0
P01205,M3c Var-Damp-IPF,2.2,3.53,2.85,1.76,2.32,Professional/Technical (54),West,Urban,1k-9999,0.1652,8.36,1,0,0,0
R03169,M1b Learned-Wt,4.82,9.32,4.76,4.75,4.56,Professional/Technical (54),West,Urban,100-999,0.1849,16.120000000000005,1,0,0,0
G15441,M3 IPF,5.89,3.41,5.91,6.3,7.15,Professional/Technical (54),South,Urban,1k-9999,0.475,16.150000000000006,1,0,0,0
H07215,M3b Damp-IPF,2.18,5.07,3.19,2.52,4.6,Professional/Technical (54),South,Urban,1k-9999,0.366,17.54,1,0,0,0
BV5994,M1b Learned-Wt,8.39,11.91,8.72,7.98,7.42,Professional/Technical (54),South,Urban,100-999,0.475,2.75,1,0,0,0
FB0594,M3b Damp-IPF,0.62,4.91,1.0,1.04,2.08,Professional/Technical (54),South,Urban,100-999,0.2627,12.329999999999998,1,0,0,0
400878,M2c ZIP-Tract,3.26,4.95,3.21,3.9,4.73,Professional/Technical (54),South,Urban,1k-9999,0.475,16.150000000000006,1,0,0,0
FC6022,M1b Learned-Wt,11.29,13.37,11.3,11.07,10.73,Professional/Technical (54),Midwest,Urban,100-999,0.2141,11.240000000000009,1,0,0,0
C02654,M2c ZIP-Tract,5.86,9.23,5.65,5.83,5.89,Professional/Technical (54),Northeast,Urban,100-999,0.1983,6.989999999999995,1,0,0,0
AB6797,M1b Learned-Wt,3.29,6.27,2.95,3.12,2.63,Professional/Technical (54),West,Urban,1-99,0.1257,1.9199999999999875,1,0,0,0
FB2600,M2c ZIP-Tract,7.3,14.68,6.0,7.49,6.43,Retail Trade (44-45),West,Urban,100-999,0.3144,3.0600000000000023,1,0,0,0
T52587,M1b Learned-Wt,1.98,6.1,2.43,1.87,1.65,Retail Trade (44-45),South,Urban,10000+,0.2664,5.920000000000002,1,0,0,0
793753,M1b Learned-Wt,1.99,6.8,1.82,1.66,1.21,Retail Trade (44-45),South,Urban,10000+,0.2547,3.980000000000004,1,0,0,0
DL3595,M3b Damp-IPF,3.68,5.59,4.01,3.93,3.93,Transport Equip Mfg (336),South,Urban,100-999,0.3005,1.4599999999999937,1,0,0,0
DW0039,M1b Learned-Wt,0.68,1.64,0.76,0.67,0.49,Transport Equip Mfg (336),Midwest,Suburban,1k-9999,0.0401,3.299999999999997,1,0,0,0
788204,M3 IPF,1.65,1.34,2.42,1.59,1.82,Transport Equip Mfg (336),Midwest,Urban,100-999,0.0939,1.6400000000000006,1,0,0,0
554904,M2c ZIP-Tract,4.9,5.23,4.82,4.84,4.98,Utilities (22),South,Urban,100-999,0.1373,2.9599999999999937,1,0,0,0
728085,M1b Learned-Wt,2.18,3.31,2.25,2.61,1.36,Utilities (22),Midwest,Urban,10000+,0.2405,12.379999999999995,1,0,0,0
730624,M3 IPF,3.99,1.92,4.64,4.22,3.67,Utilities (22),South,Rural,100-999,0.2998,3.719999999999999,1,0,0,0
700039,M3 IPF,5.81,0.55,6.27,5.68,6.8,Utilities (22),South,Urban,100-999,0.2022,3.460000000000008,1,0,0,0
C02991,M3c Var-Damp-IPF,1.21,2.55,2.33,0.51,4.65,Utilities (22),South,Rural,100-999,0.0671,16.970000000000013,1,0,0,0
AY7404,M3 IPF,9.23,6.61,10.39,8.72,8.08,Wholesale Trade (42),West,Urban,10000+,0.2781,27.239999999999995,1,0,0,0
A09707,M3 IPF,3.73,0.97,4.19,3.75,4.18,Wholesale Trade (42),Midwest,Urban,100-999,0.1728,1.2600000000000051,1,0,0,0
K05324,M2c ZIP-Tract,3.34,8.18,3.07,3.34,3.24,Wholesale Trade (42),South,Urban,10000+,0.3543,0.37999999999999545,1,0,0,0
B43390,M3 IPF,4.82,2.28,5.64,5.12,6.61,Wholesale Trade (42),South,Urban,10000+,0.4266,20.700000000000003,1,0,0,0
AN3490,M1b Learned-Wt,4.7,10.82,3.04,4.37,2.89,Wholesale Trade (42),Northeast,Urban,100-999,0.4766,23.679999999999993,1,0,0,0
CM2947,M3 IPF,4.89,0.07,5.19,5.09,6.44,Wholesale Trade (42),Midwest,Urban,100-999,0.254,12.830000000000013,1,0,0,0
737626,M3b Damp-IPF,0.77,3.49,5.4,1.38,9.28,Wholesale Trade (42),South,Urban,100-999,0.5366,52.09,1,0,0,0
R65151,M1b Learned-Wt,2.66,5.64,1.56,2.57,1.54,Wholesale Trade (42),Midwest,Urban,1k-9999,0.1581,8.159999999999997,1,0,0,0
B43106,M1b Learned-Wt,5.06,7.76,4.73,4.89,4.24,Wholesale Trade (42),West,Urban,1k-9999,0.1619,2.960000000000008,1,0,0,0
790937,M3 IPF,2.94,2.21,3.22,3.15,4.14,Wholesale Trade (42),Midwest,Urban,1k-9999,0.2535,15.219999999999999,1,0,0,0
CR9144,M3 IPF,3.98,3.56,5.18,4.06,5.1,Wholesale Trade (42),South,Urban,1k-9999,0.3224,3.799999999999997,1,0,0,0
766486,M1b Learned-Wt,6.07,10.98,5.69,5.98,5.69,Wholesale Trade (42),Northeast,Urban,10000+,0.1983,3.0900000000000034,1,0,0,0
551877,M1b Learned-Wt,7.41,13.62,6.75,7.48,6.5,Accommodation/Food Svc (72),South,Urban,10000+,0.366,14.649999999999999,1,0,0,0
X41046,M2c ZIP-Tract,10.35,17.48,9.1,11.12,10.77,Accommodation/Food Svc (72),South,Urban,1k-9999,0.3526,15.989999999999995,1,0,0,0
CT1861,M2c ZIP-Tract,4.7,7.97,3.78,4.95,4.78,Admin/Staffing (56),West,Urban,100-999,0.126,18.5,1,0,1,0
CK8984,M3 IPF,8.55,3.81,9.79,7.31,13.52,Admin/Staffing (56),Northeast,Urban,1k-9999,0.3612,24.160000000000004,1,0,1,0
FP9657,M1b Learned-Wt,1.41,7.38,1.57,1.91,0.82,Admin/Staffing (56),Midwest,Urban,100-999,0.2405,5.859999999999999,1,0,1,0
X04831,M3c Var-Damp-IPF,2.56,3.75,2.83,2.24,3.97,Admin/Staffing (56),Midwest,Urban,1k-9999,0.2103,0.8199999999999932,1,0,1,0
550833,M2c ZIP-Tract,2.45,8.51,2.11,2.4,2.81,Admin/Staffing (56),Northeast,Urban,10000+,0.2813,2.5600000000000023,1,0,1,0
T65607,M3c Var-Damp-IPF,2.34,5.34,2.7,2.24,2.91,Admin/Staffing (56),West,Urban,100-999,0.1783,8.780000000000001,1,0,1,0
20482,M1b Learned-Wt,5.11,10.64,4.53,6.13,2.35,Admin/Staffing (56),South,Urban,10000+,0.2718,20.449999999999996,1,0,1,0
CK6756,M2c ZIP-Tract,15.09,22.45,14.27,15.08,15.08,Admin/Staffing (56),West,Urban,100-999,0.2974,19.570000000000007,1,0,1,0
50391,M3c Var-Damp-IPF,4.04,5.85,4.21,3.74,5.15,Admin/Staffing (56),Northeast,Urban,10000+,0.3612,5.43,1,0,1,0
HK1207,M1b Learned-Wt,17.22,23.6,16.0,18.14,14.2,Admin/Staffing (56),Midwest,Urban,1k-9999,0.2883,18.89,1,0,1,0
L41073,M2c ZIP-Tract,1.94,5.31,1.39,1.55,2.87,Admin/Staffing (56),Midwest,Urban,1k-9999,0.2103,7.689999999999998,1,0,1,0
735796,M3 IPF,5.78,0.6,6.34,5.75,6.19,Admin/Staffing (56),Midwest,Urban,1k-9999,0.2064,0.519999999999996,1,0,1,0
BP1496,M3b Damp-IPF,2.05,4.38,2.41,2.88,3.47,Chemical/Material Mfg (325-327),South,Suburban,100-999,0.3436,13.969999999999999,1,0,0,0
K03200,M3c Var-Damp-IPF,2.56,3.26,3.17,2.25,2.36,Chemical/Material Mfg (325-327),South,Suburban,1k-9999,0.2807,6.180000000000007,1,0,0,0
BP0213,M3c Var-Damp-IPF,4.58,4.29,5.71,3.89,4.61,Chemical/Material Mfg (325-327),South,Urban,100-999,0.4096,10.799999999999997,1,0,0,0
GD6563,M3c Var-Damp-IPF,3.83,4.88,5.75,2.46,3.76,Chemical/Material Mfg (325-327),West,Urban,100-999,0.2523,30.47,1,0,0,0
B40486,M2c ZIP-Tract,8.89,14.85,8.78,8.8,8.99,Chemical/Material Mfg (325-327),Northeast,Urban,1k-9999,0.1983,14.790000000000006,1,0,0,0
717077,M3c Var-Damp-IPF,2.23,8.59,2.01,1.29,1.52,Chemical/Material Mfg (325-327),Northeast,Urban,10000+,0.3612,8.749999999999993,1,0,0,0
JO8505,M2c ZIP-Tract,1.05,4.88,0.65,1.16,0.96,Chemical/Material Mfg (325-327),Northeast,Urban,100-999,0.1482,0.05000000000001137,1,0,0,0
GK0093,M2c ZIP-Tract,25.87,28.69,25.67,25.79,25.82,Chemical/Material Mfg (325-327),Northeast,Urban,100-999,0.1983,14.790000000000006,1,0,0,0
GR4039,M3b Damp-IPF,10.07,15.25,10.37,10.3,10.7,Chemical/Material Mfg (325-327),West,Urban,100-999,0.2523,30.47,1,0,0,0
625970,M3c Var-Damp-IPF,1.4,5.43,2.03,0.95,2.17,Chemical/Material Mfg (325-327),Midwest,Urban,10000+,0.2342,0.9099999999999966,1,0,0,0
EV1280,M3 IPF,3.64,2.26,3.84,3.07,3.27,Computer/Electrical Mfg (334-335),South,Suburban,100-999,0.1705,11.780000000000001,1,0,0,0
K06823,M3c Var-Damp-IPF,3.61,7.02,4.99,3.3,3.58,Computer/Electrical Mfg (334-335),South,Urban,10000+,0.1972,20.050000000000004,1,0,0,0
T01945,M1b Learned-Wt,3.23,5.05,2.65,3.06,2.49,Computer/Electrical Mfg (334-335),Midwest,Urban,1k-9999,0.1611,3.269999999999996,1,0,0,0
X11368,M3c Var-Damp-IPF,1.49,1.81,1.81,1.26,1.42,Computer/Electrical Mfg (334-335),Northeast,Urban,100-999,0.0767,2.7099999999999937,1,0,0,0
JW6189,M3 IPF,6.44,0.87,6.96,6.72,7.46,Construction (23),South,Suburban,1-99,0.205,5.099999999999994,1,0,0,0
P57297,M3 IPF,1.06,0.97,1.38,1.17,1.53,Construction (23),Midwest,Suburban,100-999,0.0638,1.490000000000009,1,0,0,0
AG0115,M2c ZIP-Tract,12.66,16.48,12.26,13.11,13.67,Construction (23),South,Suburban,100-999,0.1962,7.780000000000001,1,0,0,0
HP5587,M1b Learned-Wt,1.94,3.19,1.9,1.85,1.65,Construction (23),Midwest,Suburban,100-999,0.0388,4.439999999999998,1,0,0,0
E36739,M3 IPF,1.51,0.98,2.23,1.54,1.89,Construction (23),Midwest,Suburban,100-999,0.0917,0.8500000000000085,1,0,0,0
X32624,M2c ZIP-Tract,2.5,6.04,1.94,2.43,2.02,Construction (23),West,Urban,1k-9999,0.1783,0.030000000000001137,1,0,0,0
A58248,M3c Var-Damp-IPF,1.78,3.71,2.57,1.66,1.9,Construction (23),West,Urban,100-999,0.1783,0.030000000000001137,1,0,0,0
R57855,M3b Damp-IPF,1.48,6.31,1.91,1.65,2.76,Construction (23),West,Urban,1k-9999,0.2081,2.780000000000001,1,0,0,0
T52671,M1b Learned-Wt,3.34,3.41,4.49,2.81,2.24,Construction (23),South,Urban,10000+,0.3946,13.860000000000007,1,0,0,0
729517,M3 IPF,4.68,2.47,5.28,4.58,4.36,Construction (23),South,Urban,10000+,0.366,16.32,1,0,0,0
JF6088,M2c ZIP-Tract,6.12,8.16,6.11,6.19,6.34,Construction (23),West,Urban,100-999,0.2523,1.6400000000000006,1,0,0,0
N14379,M3c Var-Damp-IPF,4.49,4.29,6.65,3.73,3.88,Construction (23),West,Urban,100-999,0.4327,19.68,1,0,0,0
EP8479,M3b Damp-IPF,19.07,21.29,19.13,19.28,20.02,Construction (23),West,Urban,100-999,0.7755,1.6500000000000021,1,0,0,0
61725,M3b Damp-IPF,1.33,6.94,2.28,1.94,2.8,Construction (23),West,Urban,100-999,0.2781,4.219999999999999,1,0,0,0
700824,M3c Var-Damp-IPF,2.3,5.36,3.75,2.1,2.81,Construction (23),West,Urban,100-999,0.3118,7.590000000000003,1,0,0,0
CD7487,M3c Var-Damp-IPF,3.33,5.6,5.5,2.58,2.89,Construction (23),West,Urban,100-999,0.4327,19.68,1,0,0,0
916278,M1b Learned-Wt,5.23,7.86,5.06,5.11,4.71,Construction (23),West,Urban,1k-9999,0.0913,0.6300000000000097,1,0,0,0
A53463,M3c Var-Damp-IPF,3.73,4.37,6.19,3.04,3.44,Construction (23),West,Urban,1k-9999,0.437,20.11,1,0,0,0
63587,M3b Damp-IPF,1.63,4.72,4.72,1.63,1.89,Construction (23),West,Urban,100-999,0.312,17.680000000000007,1,0,0,0
C07103,M3b Damp-IPF,1.88,4.03,4.82,1.92,2.12,Construction (23),West,Urban,100-999,0.312,17.680000000000007,1,0,0,0
L20806,M2c ZIP-Tract,3.67,6.83,3.29,4.03,4.34,Construction (23),West,Urban,1k-9999,0.1563,5.86999999999999,1,0,0,0
DN6163,M3c Var-Damp-IPF,1.38,4.34,4.44,1.36,1.83,Construction (23),West,Urban,100-999,0.312,17.680000000000007,1,0,0,0
A04058,M3b Damp-IPF,1.87,6.67,3.12,2.52,3.67,Construction (23),West,Urban,1k-9999,0.2781,4.219999999999999,1,0,0,0
X23457,M3 IPF,5.75,2.37,7.92,5.0,4.9,Construction (23),West,Urban,100-999,0.4327,19.68,1,0,0,0
752295,M3c Var-Damp-IPF,2.73,4.28,5.75,2.22,2.42,Construction (23),West,Urban,100-999,0.312,17.680000000000007,1,0,0,0
BQ8358,M3 IPF,2.13,0.05,2.55,1.98,2.38,Finance/Insurance (52),Midwest,Rural,1-99,0.0633,2.6400000000000006,1,1,0,0
JO7445,M3c Var-Damp-IPF,3.43,3.86,3.58,3.33,3.94,Finance/Insurance (52),South,Rural,1-99,0.1918,5.519999999999996,1,1,0,0
G04700,M3 IPF,4.85,1.05,5.52,4.19,4.72,Finance/Insurance (52),South,Rural,1-99,0.2176,7.579999999999998,1,1,0,0
AN3745,M3 IPF,9.29,5.54,9.61,9.6,9.89,Finance/Insurance (52),South,Rural,1-99,0.4381,3.020000000000003,1,1,0,0
AC7424,M3 IPF,10.03,4.88,11.01,9.64,9.95,Finance/Insurance (52),South,Rural,1-99,0.3423,6.559999999999995,1,1,0,0
FM5992,M3 IPF,2.29,0.07,2.47,2.13,2.35,Finance/Insurance (52),Midwest,Rural,1-99,0.0621,2.760000000000005,1,1,0,0
DE7768,M3 IPF,0.89,0.01,1.71,0.67,1.26,Finance/Insurance (52),South,Rural,1-99,0.0179,6.6299999999999955,1,1,0,0
HC6044,M3 IPF,1.57,0.03,2.01,1.27,1.69,Finance/Insurance (52),Midwest,Rural,1-99,0.034,5.549999999999997,1,1,0,0
M50760,M1b Learned-Wt,6.38,8.71,6.1,5.56,5.16,Finance/Insurance (52),South,Rural,1-99,0.2532,0.6199999999999903,1,1,0,0
AB5498,M3 IPF,8.2,2.95,8.9,7.48,7.68,Finance/Insurance (52),South,Rural,1-99,0.2579,10.749999999999993,1,1,0,0
AN7342,M3 IPF,2.52,0.23,2.74,2.14,2.36,Finance/Insurance (52),South,Rural,1-99,0.0622,6.390000000000001,1,1,0,0
GZ6972,M3 IPF,4.11,0.31,4.68,3.52,3.94,Finance/Insurance (52),Midwest,Rural,1-99,0.0866,10.510000000000005,1,1,0,0
A55826,M3 IPF,1.97,0.07,2.6,1.49,2.04,Finance/Insurance (52),Midwest,Rural,1-99,0.0367,8.209999999999994,1,1,0,0
A29201,M3 IPF,3.57,1.61,4.6,4.41,5.03,Finance/Insurance (52),Midwest,Rural,1-99,0.2418,12.300000000000011,1,1,0,0
AD1808,M3 IPF,5.36,0.63,6.57,4.98,5.59,Finance/Insurance (52),South,Rural,1-99,0.2173,8.64,1,1,0,0
AN2505,M3 IPF,6.14,0.99,6.78,7.01,7.24,Finance/Insurance (52),South,Rural,1-99,0.4093,12.149999999999999,1,1,0,0
GK9760,M3c Var-Damp-IPF,1.0,2.07,1.61,0.71,1.05,Finance/Insurance (52),South,Rural,1-99,0.0879,4.209999999999994,1,1,0,0
HE3821,M3 IPF,1.86,0.35,2.52,1.38,1.83,Finance/Insurance (52),Midwest,Rural,1-99,0.0322,8.659999999999997,1,1,0,0
HT3877,M3 IPF,9.01,4.22,9.44,8.74,9.05,Finance/Insurance (52),South,Rural,1-99,0.3537,5.419999999999995,1,1,0,0
CU7470,M3 IPF,3.68,2.72,5.22,3.69,4.36,Finance/Insurance (52),South,Rural,1-99,0.2778,2.5900000000000034,1,1,0,0
CM5319,M3 IPF,1.08,0.02,1.28,0.96,1.26,Finance/Insurance (52),Midwest,Rural,1-99,0.0353,0.8299999999999983,1,1,0,0
FX8085,M3 IPF,1.71,0.6,1.84,1.48,1.64,Finance/Insurance (52),Midwest,Rural,1-99,0.0635,1.1800000000000068,1,1,0,0
AE9989,M3 IPF,4.96,0.98,5.88,3.98,4.71,Finance/Insurance (52),South,Rural,1-99,0.1402,16.35000000000001,1,1,0,0
B00568,M3 IPF,3.63,0.23,7.27,2.08,4.79,Finance/Insurance (52),South,Rural,1-99,0.0288,38.31,1,1,0,0
P00319,M3 IPF,5.93,1.06,6.79,4.83,5.38,Finance/Insurance (52),South,Rural,1-99,0.107,18.08,1,1,0,0
EM9519,M3 IPF,1.3,0.42,1.82,1.02,1.47,Finance/Insurance (52),Midwest,Rural,1-99,0.0308,4.450000000000003,1,1,0,0
A58448,M3 IPF,2.05,0.07,2.79,1.59,2.24,Finance/Insurance (52),Midwest,Rural,1-99,0.0448,7.3999999999999915,1,1,0,0
AF3425,M3 IPF,1.46,0.6,1.8,1.15,1.47,Finance/Insurance (52),Midwest,Rural,1-99,0.034,5.569999999999993,1,1,0,0
HA7243,M3 IPF,1.98,0.34,2.46,1.47,1.94,Finance/Insurance (52),South,Rural,1-99,0.0463,8.370000000000005,1,1,0,0
GK1087,M3c Var-Damp-IPF,0.18,0.83,0.74,0.14,0.54,Finance/Insurance (52),Midwest,Rural,1-99,0.0273,4.030000000000001,1,1,0,0
FT1181,M3 IPF,1.93,0.05,2.35,1.68,1.94,Finance/Insurance (52),Midwest,Rural,1-99,0.0436,4.840000000000003,1,1,0,0
R60867,M3 IPF,2.08,0.06,2.52,1.91,2.24,Finance/Insurance (52),Midwest,Rural,1-99,0.0578,3.1899999999999977,1,1,0,0
P13431,M3 IPF,6.2,1.41,6.98,7.52,7.89,Finance/Insurance (52),South,Rural,1-99,0.4753,18.39,1,1,0,0
AR6809,M3 IPF,5.69,0.75,6.94,4.7,5.7,Finance/Insurance (52),South,Rural,1-99,0.114,18.97,1,1,0,0
CP1973,M1b Learned-Wt,1.63,3.02,1.67,2.04,1.6,Finance/Insurance (52),Midwest,Rural,100-999,0.0308,16.090000000000003,1,1,0,0
CB7851,M3 IPF,2.62,0.99,2.64,2.54,2.58,Finance/Insurance (52),South,Rural,100-999,0.1137,1.2399999999999949,1,1,0,0
P15298,M3 IPF,8.04,2.05,9.38,7.97,8.92,Finance/Insurance (52),South,Rural,100-999,0.3536,5.829999999999998,1,1,0,0
X38571,M3 IPF,4.22,0.3,5.69,3.5,4.7,Finance/Insurance (52),South,Rural,100-999,0.1064,13.629999999999995,1,1,0,0
A20066,M3c Var-Damp-IPF,0.79,0.68,1.29,0.55,1.09,Finance/Insurance (52),Midwest,Rural,100-999,0.0429,2.469999999999999,1,1,0,0
X40489,M3 IPF,5.19,2.04,6.99,5.48,6.5,Finance/Insurance (52),South,Rural,100-999,0.2704,2.3400000000000034,1,1,0,0
R60997,M3 IPF,5.1,0.58,6.75,3.33,4.88,Finance/Insurance (52),South,Rural,100-999,0.0836,32.83,1,1,0,0
AS0534,M3 IPF,1.5,0.6,1.74,1.24,1.46,Finance/Insurance (52),Midwest,Rural,100-999,0.0559,1.9399999999999977,1,1,0,0
BM6267,M3 IPF,4.43,0.35,6.01,2.75,4.15,Finance/Insurance (52),South,Rural,100-999,0.0743,29.109999999999992,1,1,0,0
T51868,M3 IPF,5.74,2.02,5.53,5.36,5.33,Finance/Insurance (52),South,Rural,100-999,0.306,1.259999999999991,1,1,0,0
779525,M3 IPF,2.58,1.47,2.76,2.74,2.82,Finance/Insurance (52),South,Rural,100-999,0.1497,2.3599999999999994,1,1,0,0
AG8457,M3 IPF,1.19,0.49,1.76,0.96,1.55,Finance/Insurance (52),Midwest,Rural,100-999,0.0574,1.7900000000000063,1,1,0,0
DT9143,M3 IPF,3.54,1.33,5.2,2.28,3.6,Finance/Insurance (52),South,Rural,100-999,0.0648,23.89,1,1,0,0
R00509,M3 IPF,8.21,2.09,9.35,7.74,8.52,Finance/Insurance (52),South,Rural,100-999,0.3002,11.170000000000002,1,1,0,0
R51979,M3 IPF,4.31,1.2,4.46,3.54,3.93,Finance/Insurance (52),South,Rural,100-999,0.1472,10.879999999999995,1,1,0,0
DH2911,M3 IPF,7.61,3.0,7.51,7.11,7.32,Finance/Insurance (52),South,Rural,100-999,0.3397,6.82,1,1,0,0
FP4332,M3 IPF,9.5,4.9,11.45,10.98,11.32,Finance/Insurance (52),South,Rural,100-999,0.4991,20.769999999999996,1,1,0,0
BD6208,M3c Var-Damp-IPF,4.12,4.46,4.87,3.48,4.1,Finance/Insurance (52),South,Rural,100-999,0.2519,0.4899999999999949,1,1,0,0
F05710,M3 IPF,4.93,0.61,5.96,3.74,4.66,Finance/Insurance (52),South,Rural,100-999,0.0765,21.129999999999995,1,1,0,0
BC8271,M3 IPF,5.06,0.48,7.66,3.32,5.4,Finance/Insurance (52),South,Rural,100-999,0.055,35.69,1,1,0,0
FM6469,M3 IPF,2.54,0.88,3.45,1.78,2.43,Finance/Insurance (52),Midwest,Rural,100-999,0.0526,13.909999999999997,1,1,0,0
BD6958,M3 IPF,8.39,4.54,9.16,8.22,8.43,Finance/Insurance (52),South,Rural,100-999,0.3884,1.9499999999999957,1,1,0,0
A10151,M3 IPF,7.28,2.32,8.28,6.63,6.91,Finance/Insurance (52),South,Rural,100-999,0.3027,10.520000000000003,1,1,0,0
B19408,M3 IPF,1.53,1.06,2.04,1.14,1.4,Finance/Insurance (52),South,Rural,100-999,0.0457,8.430000000000007,1,1,0,0
DB6474,M3 IPF,2.15,1.6,2.17,2.06,2.1,Finance/Insurance (52),South,Rural,100-999,0.1137,1.2399999999999949,1,1,0,0
B16876,M3 IPF,1.54,0.39,2.13,1.27,1.6,Finance/Insurance (52),Midwest,Rural,100-999,0.0425,4.700000000000003,1,1,0,0
A55182,M3 IPF,10.4,5.84,11.01,11.83,12.25,Finance/Insurance (52),South,Rural,100-999,0.4881,19.67,1,1,0,0
AN8135,M3 IPF,1.98,0.4,3.21,1.8,2.67,Finance/Insurance (52),Midwest,Rural,100-999,0.0792,4.840000000000003,1,1,0,0
G11636,M3 IPF,8.0,4.43,8.08,8.52,8.68,Finance/Insurance (52),South,Rural,100-999,0.4454,8.0,1,1,0,0
EB3822,M3 IPF,1.16,0.43,1.7,0.88,1.33,Finance/Insurance (52),Midwest,Rural,100-999,0.0386,5.090000000000003,1,1,0,0
GM7275,M3 IPF,1.43,0.29,1.77,1.15,1.47,Finance/Insurance (52),Midwest,Rural,100-999,0.0368,5.519999999999996,1,1,0,0
B05208,M3b Damp-IPF,8.07,8.31,8.12,10.17,9.99,Finance/Insurance (52),South,Rural,100-999,0.6718,30.64,1,1,0,0
L30316,M3 IPF,1.66,0.13,2.43,1.13,1.84,Finance/Insurance (52),South,Rural,100-999,0.0309,9.909999999999997,1,1,0,0
AF6718,M3 IPF,1.2,0.02,1.76,0.91,1.33,Finance/Insurance (52),South,Rural,100-999,0.0208,6.340000000000003,1,1,0,0
K12711,M3 IPF,5.09,1.01,6.79,3.32,4.75,Finance/Insurance (52),South,Rural,100-999,0.0973,31.459999999999994,1,1,0,0
R60001,M3 IPF,4.09,1.53,5.76,2.19,3.56,Finance/Insurance (52),South,Rural,1k-9999,0.0905,31.740000000000002,1,1,0,0
BQ8179,M3 IPF,3.46,0.9,4.16,3.05,3.35,Finance/Insurance (52),Midwest,Suburban,1-99,0.1186,7.310000000000002,1,1,0,0
M00932,M3 IPF,2.36,0.38,3.0,1.84,2.32,Finance/Insurance (52),South,Suburban,1-99,0.0466,8.340000000000003,1,1,0,0
DV8422,M2c ZIP-Tract,2.48,3.14,2.3,2.47,2.86,Finance/Insurance (52),South,Suburban,1-99,0.2993,0.5900000000000034,1,1,0,0
H05536,M3 IPF,3.02,2.3,3.37,3.53,3.94,Finance/Insurance (52),South,Urban,1-99,0.3725,7.909999999999997,1,1,0,0
HB4777,M3 IPF,3.16,2.12,4.0,3.9,4.09,Finance/Insurance (52),South,Suburban,1-99,0.3857,9.229999999999997,1,1,0,0
L08813,M3 IPF,2.32,0.34,2.84,1.96,2.69,Finance/Insurance (52),Midwest,Suburban,1-99,0.0798,3.8999999999999915,1,1,0,0
P00077,M3 IPF,8.17,4.38,8.31,9.95,10.2,Finance/Insurance (52),South,Suburban,1-99,0.5562,26.479999999999997,1,1,0,0
BS8020,M3 IPF,2.66,1.27,2.74,2.54,2.84,Finance/Insurance (52),South,Urban,1-99,0.1341,0.4099999999999966,1,1,0,0
JM1219,M3 IPF,4.63,1.53,4.27,4.1,4.13,Finance/Insurance (52),South,Urban,1-99,0.225,6.840000000000003,1,1,0,0
C02547,M3 IPF,2.23,0.06,2.62,2.08,2.35,Finance/Insurance (52),Midwest,Urban,1-99,0.0613,3.0700000000000074,1,1,0,0
GK7755,M3 IPF,6.25,0.5,6.42,5.99,6.09,Finance/Insurance (52),South,Urban,1-99,0.2473,4.049999999999997,1,1,0,0
BE5371,M3 IPF,2.42,0.09,3.55,2.52,3.09,Finance/Insurance (52),Midwest,Urban,1-99,0.0939,0.4399999999999977,1,1,0,0
A27117,M3 IPF,3.3,0.25,3.43,3.19,3.27,Finance/Insurance (52),South,Urban,1-99,0.1089,1.7199999999999989,1,1,0,0
M02157,M3 IPF,6.43,1.78,7.27,7.17,7.36,Finance/Insurance (52),South,Suburban,1-99,0.3857,9.229999999999997,1,1,0,0
