state,section,name,officers,address,phone,fax,email,website,facebook,source_url
Texas,,Texas Correctional Employees Council 907: Huntsville (Headquarters),"Jeff Ormsby, Executive Director; Mitchell Spruiell, President","Jeff Ormsby, Executive Director
Mitchell Spruiell, President
AFSCME TCEC 907
816 Henderson Street
Rockport, TX 78382",(936) 295-5265,,union@afscmetexascorrections.org,http://AFSCMETexasCorrections.org,,https://www.afscme.org/local/texas
Texas,,"Houston Organization of Public Employees, AFSCME Local 123","Jason Evans, President; Joseph Windham, Executive Director","Houston Organization of Public Employees, AFSCME Local 123
Jason Evans, President
Joseph Windham, Executive Director
2506 Sutherland Street
Houston, TX 77023",,(346) 227-7050,hopeinfo@hopetx.org,http://www.hopetx.org/,,https://www.afscme.org/local/texas
Texas,,Local 1550,,"Local 1550
1415 North Loop West
Mezzanine D
Houston, TX 77008",281-822-5551,,,https://afscmelocal1550.com/,,https://www.afscme.org/local/texas
Texas,,Local 1624,"Carol Guthrie, Executive Director; Brydan Summers, President","310
Austin, TX 78754",(512) 477-5544,,info@afscme1624.org,http://www.afscme1624.org/,,https://www.afscme.org/local/texas
Texas,,Local 2021,"Carol Guthrie, Executive Director","Local 2021
Carol Guthrie, Executive Director
816 Camaron St. Suite 1.06
San Antonio, TX 78212",210-507-2224,,,,,https://www.afscme.org/local/texas
Utah,International Union Offices,Southwest Region Office,"Lalo Macias, Area Field Services Director","Southwest Region Office
Lalo Macias, Area Field Services Director
4000 S. Eastern Ave
Suite 200
Las Vegas, NV 89119",(702) 202-3633,,,,,https://www.afscme.org/local/utah
Utah,,Local 1004,"Jerry Philpot, President","Local 1004
Jerry Philpot, President
2261 S. Redwood Rd. Suite K
West Valley City, UT 84119",,(801) 972-1974,,https://www.afscmeutah1004.org/,,https://www.afscme.org/local/utah
Vermont,International Union Offices,Area Office: Vermont,,"Vermont
Tim Birch, ARD
8 Beacon St., 2nd Floor
Boston, MA  02108",,(617) 367-3686,,,,https://www.afscme.org/local/vermont
Vermont,Retiree Chapters,Retiree Chapter: Chapter 93,"Ed Keefe, President",,(888) 271-3868,,,http://afscmechapter93retirees.com/,,https://www.afscme.org/local/vermont
Vermont,,Council 93: Rutland Office,"Mark Bernard, Executive Director","Rutland Office
Mark Bernard, Executive Director
734G US Route 4E
Rutland, VT 05701-9274",(802) 775-9577,,,http://www.afscme93.org/,,https://www.afscme.org/local/vermont
Virginia,International Union Offices,Eastern Region Office,"Kory Blake, AFSD","Eastern Region Office
Kory Blake, AFSD
Baltimore Area Office
1410 Bush St., Suite B
Baltimore, MD 21230",(412) 922-2550,,,,,https://www.afscme.org/local/virginia
Virginia,,Council 27,"Dorothy Townsend, Administrator","Council 27
Dorothy Townsend, Administrator
1745 Phoenix Blvd.
Suite 440
Atlanta, GA 30349",,(770) 907-2272,,,,https://www.afscme.org/local/virginia
Virginia,,Local 3001,"Anthony Pistone, President",,,(202) 234-6506,,,,https://www.afscme.org/local/virginia
Washington,International Union Offices,Northwest Area Office,"Jeremy Kruse, Area Field Services Director","Northwest Area Office
Jeremy Kruse, Area Field Services Director
1836 NE 7th Ave. Suite 203
Portland, OR 97212",,(503) 281-6107,,,,https://www.afscme.org/local/washington
Washington,Retiree Chapters,Washington AFSCME Retiree Chapter 10,"Clair Olivers, President; Laurie Weidner, Executive Director","Washington AFSCME Retiree Chapter 10
Clair Olivers, President
Laurie Weidner, Executive Director
906 Columbia St. SW, Suite 501
Olympia, WA 98501",(800) 562-6097,,info@rpecwa.org,http://www.rpecwa.org/,https://www.facebook.com/rpecwa/,https://www.afscme.org/local/washington
Washington,,Council 2: Everett (Headquarters),"Michael Rainey, President/Executive Director","3305 Oakes Ave.
Everett, WA 98201",(425) 303-8818; 800-891-6548,800-775-6418,c2everett@council2.com,http://www.council2.com/,,https://www.afscme.org/local/washington
Washington,,Council 2: Olympia Office,,"G
Olympia, WA 98502",(800) 806-7803,(360) 438-7453,C2olympia@council2.com,,,https://www.afscme.org/local/washington
Washington,,Council 2: Spokane Office,,"Spokane Office
1105 W. Francis Ave., Suite C
Spokane, WA 99205",(509) 328-2830; (800) 932-4856,(800) 932-4850,C2Spokane@council2.com,,,https://www.afscme.org/local/washington
Washington,,Council 2: Wenatchee Office,,"Wenatchee Office
P.O. Box 604
Cashmere, WA 98815",,(509) 663-2753,c2Wenatchee@council2.com,,,https://www.afscme.org/local/washington
Washington,,Council 2: Yakima Office,,"Yakima Office
307 N 3rd Street, Suite 4
Yakima WA 98901",,(509) 452-7887,C2yakima@council2.com,,,https://www.afscme.org/local/washington
Washington,,Council 28: Olympia (Headquarters),"Mike Yestramski, President; Kurt Spiegel, Executive Director","Mike Yestramski, President
Kurt Spiegel, Executive Director
1212 Jefferson Street, S.E.
Suite 300
Olympia, WA 98501",(800) 562-6002,,,http://www.wfse.org/,,https://www.afscme.org/local/washington
Washington,,Council 28: Olympia Office,,"Olympia Office
906 Columbia St SW, Suite 500
Olympia, WA 98501",(360) 786-1303,,,,,https://www.afscme.org/local/washington
Washington,,Council 28: Seattle Office,,"Seattle Office
6363 7th Ave. South,
Suite 220
Seattle, WA 98108",(206) 525-5363,,,,,https://www.afscme.org/local/washington
Washington,,Council 28: Spokane Office,,"Spokane Office
Garden Court Building
222 W. Mission Ave.
Suite 201
Spokane WA 99201",(509) 326-4422,,,,,https://www.afscme.org/local/washington
Washington,,Council 28: Tacoma Office,,"Tacoma Office
6003 Tacoma Mall Blvd
Tacoma, WA 98409",,,,,,https://www.afscme.org/local/washington
Washington,,"Union of American Physicians and Dentists, Local 206: Washington",,"F
Tacoma, WA 98402",(253) 244-7797,,washington@uapd.com,http://www.uapd.com,,https://www.afscme.org/local/washington
West Virginia,International Union Offices,Central Region Office,"Andres Becerra, AFSD","Central Region Office
Andres Becerra, AFSD
8740 Orion Place, Suite 305
Columbus, OH 43240",,(614) 436-0933,,,,https://www.afscme.org/local/west-virginia
West Virginia,Retiree Chapters,OH-WV Chapter 1184,"Lou Maholic, President","ohioafscmeretirees.org
8740 Orion Place, Suite 305
Columbus OH
43240",,,info@ohioafscmeretirees.org,http://www.ohioretirees.org,,https://www.afscme.org/local/west-virginia
Wisconsin,International Union Offices,Central Region Office,"Dreadless Stubbs, AFSD","Central Region Office
Dreadless Stubbs, AFSD
8740 Orion Place, Suite 305
Columbus, OH 43240",,(614) 436-0933,,,,https://www.afscme.org/local/wisconsin
Wisconsin,Retiree Chapters,Retiree Chapter 32,"Sue Conard, President",,(608) 826-1930,,afscmeretireesch32@gmail.com,,https://www.facebook.com/afscmewisconsinretireeschap32/,https://www.afscme.org/local/wisconsin
Wisconsin,,Council 32: Madison (Headquarters),"Pat Wycoff, Executive Director","Madison, WI 53713",(608) 826-1932,,,http://www.afscme32.org/,,https://www.afscme.org/local/wisconsin
Wyoming,International Union Offices,Northwest Area Office,"Jeremy Kruse, Area Field Services Director","Northwest Area Office
Jeremy Kruse, Area Field Services Director
1836 NE 7th Ave. Suite 203
Portland, OR 97212",,(503) 281-6107,,,,https://www.afscme.org/local/wyoming
