source,employer_name,city,state,zip,naics,workers_or_members,union_name,union_fnum,affiliation,sector,union_olms_sector,date,recognition_type,case_number,employer_id
F7_OLMS,Union Springs Central School District,Union Springs,NY,13160,72,21,SEIU 200United,,,Private,,1/5/2021,F7_FILING,,7f8f8303ddc59326
F7_OLMS,New York City Ballet Inc. (NYCB) - Expiration of David H. Koch Theater – (Utility) AGR,New York,NY,10023,,21,Service Employees International Union 32BJ,,,Private,,10/24/2025,F7_FILING,,ede534699a9a1b55
F7_OLMS,New York Central Art Supply Inc.,New York,NY,10003-5534,44,21,IBT-810,35479,IBT,Private,PRIVATE,3/26/2014,F7_FILING,,682858228bd8aa00
F7_OLMS,Marjam Supply Co. Inc (MSC),Brooklyn,NY,11211,23,21,Building Material-Teamsters-282,9185,IBT,Private,PRIVATE,4/9/2012,F7_FILING,,d2e2e9f5585187d0
F7_OLMS,Jewish Home Lifecare System,New York,NY,10025-3923,62,21,AFT/UFT/FN-2,,,Private,,3/26/2014,F7_FILING,,daf6fc734614c263
F7_OLMS,"Lincoln Center for the Performing Arts, Inc. (“LCPA”) - Exp. of the Tour Guides AGR",New York,NY,10023,,21,Service Employees International Union 32BJ,,,Private,,8/20/2025,F7_FILING,,318cfa40c335ee7b
F7_OLMS,"Escro Transport, LTD",Buffalo,NY,14217,48,20,International Brotherhood of Teamsters 449,2199,IBT,Private,PRIVATE,4/3/2023,F7_FILING,,63923bbeef46b412
F7_OLMS,Wild by Nature,Bethpage,NY,11714-3927,44,20,UFCW-342,,,Private,,3/6/2012,F7_FILING,,f2c1c68bc5ae4f80
F7_OLMS,Pretect,Long Island City,NY,11101,53,20,International Union of Operating Engineers AFL-CIO 68,3188,IUOE,Private,PRIVATE,12/16/2024,F7_FILING,,86170011d261f73f
F7_OLMS,PRODUCTO ELECTRIC CORP.,ORANGEBURG,NY,10962,31,20,United Food & Commercial Workers 888,,,Private,,10/1/2024,F7_FILING,,0a5cf98b9224feea
F7_OLMS,PROFESSIONAL STAFF CONGRESS WELFARE FUND ,New York,NY,10006,61,20,Office & Professional Employees International Union AFL-CIO 153,19065,OPEIU,Public,PUBLIC_SECTOR,10/27/2022,F7_FILING,,c1fca7728a39a54c
F7_OLMS," PETER GISONDI & CO., INC",White Plains,NY,10606,23,20,"International Union of Painters & Allied Trades Local 1974, District Council 9",70469,PAT,Private,PRIVATE,4/19/2023,F7_FILING,,f8302910587a28f6
F7_OLMS,Personal Touch Food Service,Buffalo,NY,14201,72,20,Civil Service Employees Association 767,,,Private,,12/29/2023,F7_FILING,,f7f75b8500ac2731
F7_OLMS,Public Health Solutions Sexual & Reproductive,New York,NY,10013,62,20,Service Employees International Union/United Healthcare Workers East ,,,Private,,6/28/2024,F7_FILING,,911957df22aad1db
F7_OLMS,"Enliven Films, Inc. ",Saint James,NY,11780,71,20,International Alliance of Theatrical Stage Employees ,,,Private,,7/26/2024,F7_FILING,,cd7bb4aa660b9a0b
F7_OLMS,CWA Local 1122,Buffalo,NY,14225,,20,"United Automobile, Aerospace, & Agricultural Implement Workers of America Local 55",41658,UAW,Private,PRIVATE,4/15/2024,F7_FILING,,9be86cf91642c14c
F7_OLMS,Erie Painting & Maintenance,Buffalo,NY,14225,23,20,International Union of Painters & Allied Trades Structural Steel and Bridge Painters Local 806,6929,PAT,Private,PRIVATE,6/25/2024,F7_FILING,,4e130ee1caa974a9
F7_OLMS,Perry Duryea Building – Hauppauge,New York,NY,10036,,20,International Union of Operating Engineers AFL-CIO 30,19779,IUOE,Private,PRIVATE,9/4/2024,F7_FILING,,e644b136a2381c5f
F7_OLMS,APC SPECIALISTS LLC,LONG ISLAND CITY,NY,11101,23,20,International Union of Painters & Allied Trades DISTRICT COUNCIL 9,,,Private,,3/13/2024,F7_FILING,,4a659fa527448fc8
F7_OLMS,Essco Truck & Repair,Farmingdale,NY,7727,48,20,International Association of Machinists & Aerospace Workers 447,15451,IAM,Private,RAILROAD_AIRLINE_RLA,12/3/2024,F7_FILING,,d59ab8be6cb2af42
F7_OLMS,Performing Arts of Suffolk County ,Bellport,NY,11713,71,20,American Federation Of Musicians Local802,10790,AFM,Private,OTHER,2/8/2023,F7_FILING,,c4c4ce229cc93c61
F7_OLMS,Excel Guard Corporation,New York,NY,10018,,20,National Union of Security Officers and Guards  96,,,Private,,10/7/2022,F7_FILING,,1979c62b1590dbd4
F7_OLMS,EXECUTIVE DECORATORS CORP.,NEW YORK,NY,10004,23,20,International Union of Painters & Allied Trades DISTRICT COUNCIL 9,,,Private,,3/14/2024,F7_FILING,,65718c0cc31313cb
F7_OLMS,"CURRENT FIRE PROTECTION, INC",SYOSSET,NY,11791,23,20,International Brotherhood of Teamsters 282,9185,IBT,Private,PRIVATE,4/29/2024,F7_FILING,,7eef6c0d29ed7fbd
F7_OLMS,F&O REFINISHING & UNIQUE SERVICES,BROOKLYN ,NY,11216,23,20,International Union of Painters & Allied Trades LOCAL 8A-28A ,,,Private,,3/25/2024,F7_FILING,,6605a6f6c422cdeb
F7_OLMS,Veg-Pak Dist Co. Inc.,Bronx,NY,10474,48,20,International Brotherhood of Teamsters 202,26719,IBT,Private,PRIVATE,11/14/2023,F7_FILING,,86c6463cc1fc31d9
F7_OLMS,Cummins Metropower Inc.,Bronx,NY,10473-1122,22,20,IAM-447 District 15,15451,IAM,Private,RAILROAD_AIRLINE_RLA,10/13/2010,F7_FILING,,1477d4af8fbda4e4
F7_OLMS,Central Parking Systems,New York,NY,10001,48,20,IBT-641,21998,IBT,Private,PRIVATE,10/1/2013,F7_FILING,,e06079f6784db269
F7_OLMS,Fertitta Produce Inc. ,Astoria ,NY,11105,44,20,Retail Wholesale & Department Store Union AFL-CIO 338,11901,RWDSU,Private,PRIVATE,9/11/2024,F7_FILING,,507740b50860b980
F7_OLMS,United Equipment and Supply Co.,Long Island City,NY,11101,23,20,International Brotherhood of Teamsters 210,46272,IBT,Private,PRIVATE,6/10/2024,F7_FILING,,8b66222934703308
F7_OLMS,Crown Products,Yonkers,NY,10701,48,20,International Brotherhood Of Teamsters 210,46272,IBT,Private,PRIVATE,10/31/2022,F7_FILING,,d67c4efbf865e912
F7_OLMS,PBM METAL & MARBLE,NEW YORK,NY,10174,23,20,International Union of Painters & Allied Trades LOCAL 8A-28A ,,,Private,,3/26/2024,F7_FILING,,68e7ceb500108bd6
F7_OLMS,B&S Trucking ,Cato,NY,13033,23,20,International Brotherhood of Teamsters 002042450,,,Private,,12/14/2023,F7_FILING,,b057e8e4d6d4151d
F7_OLMS,Crossroads Construction,Smithtown,NY,11787,23,20,"International Union of Painters & Allied Trades Local 1974, District Council 9",70469,PAT,Private,PRIVATE,4/19/2023,F7_FILING,,4844726304a96041
F7_OLMS,"Flynn, Inc.",New York,NY,10001,44,20,Retail Wholesale & Department Store Union/United Food & Commercial Workers 1102,12614,RWDSU,Private,PRIVATE,6/25/2024,F7_FILING,,bfb1e0d42e62e6d0
F7_OLMS,PYRAMID FUNERAL SERVICE OF BROOKLYN,BROOKLYN,NY,11214,,20,International Brotherhood Of Teamsters 813,36119,IBT,Private,PRIVATE,1/10/2023,F7_FILING,,adc393e29dbda749
F7_OLMS,Pana Nissan,New Rochelle,NY,10801,54,20,Local 1102 RWDSU ,12614,RWDSU,Private,PRIVATE,12/20/2024,F7_FILING,,37cfc4bd077f38f8
F7_OLMS,"CENTURY DIRECT, LLC.",ILANDER,NY,11749,,20,International Brotherhood of Teamsters Local 813,36119,IBT,Private,PRIVATE,6/16/2023,F7_FILING,,a49e1f131cb0873a
F7_OLMS,"Forest Materials, Inc.",Buffalo,NY,14206,31,20,North Atlantic States Regional Council of Carpenters Local 51,32720,CJA,Private,PRIVATE,6/10/2024,F7_FILING,,b39131d9824c1907
F7_OLMS,"P.T.L.A. Enterprise, Inc.",Cortlandt Manor,NY,10567,48,20,Transport Workers Union Local 100,3424,TWU,Private,RAILROAD_AIRLINE_RLA,1/5/2024,F7_FILING,,12f1f256df08c3f2
F7_OLMS,The New Jewish Home,New York ,NY,10025,62,20,"Federation of Nurses/UFT, NYSUT, AFT, AFL-CIO 2",,,Private,,3/15/2024,F7_FILING,,ceea6869269367bd
F7_OLMS,Cranesville Block CO Inc-Glens Falls Ready Mix,Amsterdam ,NY,12010,23,20,International Brotherhood of Teamsters 294,42415,IBT,Private,PRIVATE,7/23/2024,F7_FILING,,0474f99cbbd3ed92
F7_OLMS,"THE JOBIN ORGANIZATION, INC",HAUPPAUGE,NY,11788,23,20,International Brotherhood of Teamsters 282,9185,IBT,Private,PRIVATE,3/7/2023,F7_FILING,,a81057552844fdf0
F7_OLMS,Queens Botanical Garden,Flushing,NY,11355,71,20,American Federation Of State City & Municipal Employees District Council 37,,,Private,,10/21/2024,F7_FILING,,05b2e26c15ce240d
F7_OLMS,Orange County Transit Service LLC,Yaphank,NY,11980,48,20,International Brotherhood of Teamsters Local 1205,23458,IBT,Private,PRIVATE,5/2/2023,F7_FILING,,86f322d568ef1ce7
F7_OLMS,Fulton Boiler Works Inc,Pulaski,NY,,31,20,BBF -5 Zone 175,,,Private,,11/13/2013,F7_FILING,,8029276d438c1835
F7_OLMS,Tech Force Inc.,Babylon,NY,11702,51,20,Communication Workers of America 1104,,,Private,,6/19/2023,F7_FILING,,e30aedfc7abf52ee
F7_OLMS,Belle Harbor Manor,Rockaway Park,NY,11694,62,20,United Food & Commercial Workers 2013,60069,UFCW,Private,PRIVATE,4/17/2023,F7_FILING,,e4a8da8fdbd95640
F7_OLMS,"Omni Recycling, Sanitary 1 District, Five Towns",Westbury,NY,11590,,20,International Brotherhood of Teamsters Local 522,17806,IBT,Private,PRIVATE,10/25/2023,F7_FILING,,f4693713ae454ef6
F7_OLMS,Standard Fire Suppression,West Babylon,NY,11704,,20,United Food & Commercial Workers AFL-CIO 2013,60069,UFCW,Private,PRIVATE,1/29/2024,F7_FILING,,f140cecc9a7b08a6
F7_OLMS,Old Oaks Country Club,Purchase ,NY,10577,71,20,Unite Here AFL-CIO 100,515249,UNITHE,Private,OTHER,11/30/2023,F7_FILING,,d0a37159c7f4e3e5
F7_OLMS,"BRIDGE METAL INDUSTRIES, LLC",MT. VERNON,NY,10550,31,20,"Bakery, Confectionery, Tobacco Workers & Grain Millers International Union 102",,,Private,,5/5/2023,F7_FILING,,f2f5d58a94d8c4cf
F7_OLMS,Broadway Mall,Hicksville,NY,11801,,20,International Union of Operating Engineers AFL-CIO ,,,Private,,1/2/2024,F7_FILING,,910a051d0f9a4bac
F7_OLMS,"Big Village Productions, Inc.",New York,NY,10004,71,20,International Alliance of Theatrical Stage Employees ,,,Private,,7/25/2024,F7_FILING,,0649e83019183fa5
F7_OLMS,Campbell Engineering & Support Services,Flushing,NY,11354,54,20,International Brotherhood Of Teamsters 210,46272,IBT,Private,PRIVATE,10/14/2022,F7_FILING,,91df7f35be8fa0f1
F7_OLMS,Genting NY LLC d/b/a Resorts World Casino,South Ozon Park ,NY,11420,71,20,United Brotherhood Carpenters & Joiners of America ,,,Private,,11/8/2024,F7_FILING,,27a603e98f9af185
F7_OLMS,"George DeVito Master Carpenter, Inc.",Medford,NY,11763,31,20,North Atlantic States Regional Council of Carpenters Local 51,32720,CJA,Private,PRIVATE,1/6/2025,F7_FILING,,73defca7c3b946c2
F7_OLMS,Gimm Building Materials Inc,Troy,NY,12181,48,20,International Brotherhood of Teamsters 294,42415,IBT,Private,PRIVATE,1/6/2025,F7_FILING,,6956d4b33e07a77e
F7_OLMS,South Brooklyn Casket,Hauppauge,NY,11788,,20,International Brotherhood of Teamsters 813,36119,IBT,Private,PRIVATE,11/8/2023,F7_FILING,,6f2c9b83ea5593ad
F7_OLMS,SI Grinding Services INC,Staten Island,NY,10306,44,20,United Food & Commercial Workers 342,,,Private,,3/31/2023,F7_FILING,,26301563e20e3c25
F7_OLMS,"Ranchers Best Wholesale Meat, Inc.",Staten Island,NY,10302,,20,International Brotherhood of Teamsters 810,35479,IBT,Private,PRIVATE,4/29/2025,F7_FILING,,a7441839c73166c6
F7_OLMS,"Godwin Co. LLC c/o Laurence Geinsinger, LLC - Expiration of the 2020 BRAB Council 7 AGR",Scarsdale,NY,10583,,20,Service Employees International Union 32BJ,,,Private,,7/23/2024,F7_FILING,,cbe6f7057fbf65f9
F7_OLMS,Callanan Industries Inc,Albany,NY,12212,23,20,International Brotherhood of Teamsters 294,42415,IBT,Private,PRIVATE,7/22/2024,F7_FILING,,24242bf3edc89446
F7_OLMS,Digital Realty,New York,NY,10006,,20,International Union Of Operating Engineers AFL-CIO 30,19779,IUOE,Private,PRIVATE,12/30/2024,F7_FILING,,b4fc147773925e50
F7_OLMS,NYC Pumps Repair PM LLC,Brooklyn,NY,11208,,20,Industrial Division - Communications Workers of America 81485,45926,CWA,Private,OTHER,11/15/2023,F7_FILING,,0ce7dd5366db044d
F7_OLMS,Real Payroll Group LLC,New York,NY,10018,48,20,"Hotel and Gaming Trades Council, AFLc-CIO ",,,Private,,12/15/2022,F7_FILING,,3739459a067a70c2
F7_OLMS,Greenburgh School District,Hartdale,NY,10530,72,20,Union Of Needletrades & Industrial Textile Employees Hotel Employees & Restaurant Employees 100,515249,UNITHE,Private,OTHER,12/29/2022,F7_FILING,,bd439afb0f7080dc
F7_OLMS,Greenidge Generation LLC,Dresden,NY,14441,,20,"Local Union 10, International Brotherhood of Electrical Workers, AFL-CIO ",,,Private,,6/2/2025,F7_FILING,,c0b706ca932de65c
F7_OLMS,"GREP Atlantic, LLC",Brooklyn,NY,11231,53,20,United Construction Trades and Industrial Employees Union ,,,Private,,10/31/2023,F7_FILING,,608c7587aa50bf2c
F7_OLMS,REDWOOD CONTRACTING CORP (MTAI),WHITESTONE,NY,11357,23,20,International Brotherhood of Teamsters 282,9185,IBT,Private,PRIVATE,4/28/2023,F7_FILING,,795e58c7261ba301
F7_OLMS,NY Concrete Prep & Coatings Corp. ,Commack,NY,11725,23,20,United Brotherhood Carpenters & Joiners of America UBC Eastern District ,,,Private,,10/12/2023,F7_FILING,,6951a88151d28d07
F7_OLMS,Grisetede's Delivery Services Inc. ,New York ,NY,10019,44,20,Retail Wholesale & Department Store Union 338,11901,RWDSU,Private,PRIVATE,3/6/2024,F7_FILING,,fd1448dadb55500d
F7_OLMS,ROMAN STONE CONSTRUCTION CO,BAYSHORE,NY,11706,23,20,International Brotherhood of Teamsters 282,9185,IBT,Private,PRIVATE,4/4/2023,F7_FILING,,e3b5b0e42edc2f51
F7_OLMS,Reel Stories Teen Filmmaking,Brooklyn,NY,11215,71,20,International Alliance of Theatrical Stage Employees ,,,Private,,4/24/2025,F7_FILING,,a0a8b3e04fb98705
F7_OLMS,GWA MECHANICAL INC.,HACKENSACK,NY,7601,23,20,International Brotherhood of Teamsters 282,9185,IBT,Private,PRIVATE,3/7/2023,F7_FILING,,ef4162c09124dd69
F7_OLMS,Circle in the Square/Thespian Theatre Inc.,New York,NY,10019,71,20,International Alliance of Theatrical Stage Employees 751,,,Private,,5/10/2024,F7_FILING,,c75bc4af3d3c4dd9
F7_OLMS,NIOGA Library,Lockport,NY,14094,,20,Civil Service Employees Association 717,530006,AFSCME,Public,PUBLIC_SECTOR,1/9/2024,F7_FILING,,01fd5acb97a75d51
F7_OLMS,DieMatic Products,Plainview,NY,11803,31,20,International Association of Machinists & Aerospace Workers 434,47506,IAM,Private,RAILROAD_AIRLINE_RLA,4/2/2024,F7_FILING,,79a3985b78b6bf92
F7_OLMS,HIGHWAY SAFETY PROTECTION CORP (MTA),COLLEGE POINT,NY,11356,23,20,International Brotherhood of Teamsters 282,9185,IBT,Private,PRIVATE,4/24/2023,F7_FILING,,65cae4332235ea03
F7_OLMS,RESTORATION SPECIALTY SVCS LLC,NEW YORK,NY,10036,23,20,International Union of Painters & Allied Trades DISTRICT COUNCIL 9,,,Private,,3/15/2024,F7_FILING,,e38f02b3c3584bcd
F7_OLMS,Niagara Fiberboard INC.,Lockport,NY,14095,31,20,Retail Wholesale & Department Store Union Local 139,57318,RWDSU,Private,PRIVATE,10/5/2022,F7_FILING,,806a52eec6d68599
F7_OLMS,RESTORATION SPECIALTY  ,NEW YORK ,NY,10036,23,20,International Union of Painters & Allied Trades LOCAL 8A-28A  ,,,Private,,3/26/2024,F7_FILING,,b04b4c2049ed6a37
F7_OLMS,City of North Tonawanda ,North Tonawanda ,NY,14120,54,20,Office & Professional Employees International Union AFL-CIO 153,19065,OPEIU,Public,PUBLIC_SECTOR,10/31/2023,F7_FILING,,7afa7942b245a0e0
F7_OLMS,Holcim - Niagara Lafarge,Lockport,NY,14095,23,20,International Union Of Operating Engineers 17,30561,IUOE,Private,PRIVATE,2/5/2024,F7_FILING,,a60612fd5b1d3284
F7_OLMS,"3 W 192nd Associates, LLC c/o Weiss Realty, LLC - Expiration of the 2020 BRAB Council 7 AGR",Bronx,NY,10461,,20,Service Employees International Union 32BJ,,,Private,,7/23/2024,F7_FILING,,19578bcf8e686c96
F7_OLMS,City Wide Container Service Corp.,Flushing ,NY,11368,,20,International Brotherhood of Teamsters 813,36119,IBT,Private,PRIVATE,3/8/2024,F7_FILING,,2f225b5542d70636
F7_OLMS,Niagara Falls Waterboard,Niagara Falls,NY,14303,23,20,International Union of Operating Engineers AFL-CIO 17,30561,IUOE,Private,PRIVATE,3/12/2024,F7_FILING,,4fbd39d9424cba89
F7_OLMS,HUDSON VALLEY WELDING ,WARWICK,NY,10990,23,20,International Union of Operating Engineers AFL-CIO 825,12429,IUOE,Private,PRIVATE,12/12/2023,F7_FILING,,5e5ff7cd0097dc4d
F7_OLMS,IAG NISSAN OF WESTBURY,Hicksville,NY,11801,44,20,"United Automobile, Aerospace, & Agricultural Implement Workers of America 259",38742,UAW,Private,PRIVATE,8/30/2022,F7_FILING,,2e2d74073897801f
F7_OLMS,Newsday,Melville,NY,11747,,20,Graphic Communications Conference/International Brotherhood of Teamsters N/A,,,Private,,2/21/2023,F7_FILING,,2eb4a6d3f68e1735
F7_OLMS,City of Cortland,Cortland,NY,13045,,20,Service Employees International Union 200United,,,Private,,5/21/2024,F7_FILING,,e22e7121d3eb8bcf
F7_OLMS,Industrial Threaded Products,Wyandanch,NY,11798,23,20,International Brotherhood of Teamsters 1205,23458,IBT,Private,PRIVATE,8/14/2024,F7_FILING,,cb5aa20447b165d3
F7_OLMS,International Real Estate Partners,Seaford,NY,11783,,20,Service Employees International Union/United Service Workers West ,,,Private,,2/29/2024,F7_FILING,,1d3e5bdaa82791a8
F7_OLMS,City Asphalt,Staten Island,NY,10307,,20,International Association of Machinists & Aerospace Workers 447,15451,IAM,Private,RAILROAD_AIRLINE_RLA,12/4/2023,F7_FILING,,5a89f30c8c5cfd67
F7_OLMS,The Andrews Hotel,Great Neck,NY,11021,72,20,Union Of Needletrades & Industrial Textile Employees Hotel Employees & Restaurant Employees Local100,515249,UNITHE,Private,OTHER,11/7/2024,F7_FILING,,1b9a3bfdce1598d8
F7_OLMS,Syracuse Teachers Association ,Syracuse,NY,13204,54,20,International Brotherhood of Teamsters 317,48830,IBT,Private,PRIVATE,5/9/2023,F7_FILING,,80d9d0e99d62e4be
F7_OLMS,CitiField,Flushing,NY,11368,,20,International Union of Operating Engineers AFL-CIO 30,19779,IUOE,Private,PRIVATE,10/17/2023,F7_FILING,,e2b1b4e01bc07c92
F7_OLMS,Rego Park A.J. Market,Rego Park,NY,11374,44,20,United Food & Commercial Workers 342,,,Private,,8/16/2023,F7_FILING,,76529ceb572a1736
F7_OLMS,Diehl & Sons Inc.,Richmond Hill,NY,11418,48,20,International Brotherhood of Teamsters 553,9344,IBT,Private,PRIVATE,7/25/2023,F7_FILING,,68efbe9ab70892b9
F7_OLMS,Chrysler Camera/Photo Tech Repair Service,New York,NY,10018,,20,International Brotherhood of Teamsters 210,46272,IBT,Private,PRIVATE,2/20/2025,F7_FILING,,fc17901d4b360555
F7_OLMS,Jacobin ,Brooklyn ,NY,11217,51,20,Communications Workers Of America Local 31003,3705,CWA,Private,OTHER,11/14/2024,F7_FILING,,f993a1d1e1988cc3
F7_OLMS,Chartwells School Dining Div. of Compass Grp USA,Rye Brook,NY,10573,72,20,Teamsters Local Union No. 469 469,22600,IBT,Private,PRIVATE,3/1/2022,F7_FILING,,a15f2e21b9e6b000
F7_OLMS,Contractors Sales Co,Albany,NY,12205,23,20,International Union Of Operating Engineers 158,17173,IUOE,Private,PRIVATE,12/26/2023,F7_FILING,,2a07a271028563ff
F7_OLMS,"CITY WASTE SERVICES OF NEW YORK, INC",BRONX,NY,10474,,20,International Brotherhood of Teamsters Local 813,36119,IBT,Private,PRIVATE,9/11/2023,F7_FILING,,055274c9bfcaeaeb
F7_OLMS,"Big Indie ETA, Inc. ",NYC,NY,10018,71,20,International Brotherhood of Teamsters 399,36960,IBT,Private,PRIVATE,7/18/2024,F7_FILING,,b1d43a7de4d9b07f
F7_OLMS,JASLEEN CONSTRUCTION CORP,HICKSVILLE,NY,11801,23,20,International Union of Painters & Allied Trades DISTRICT COUNCIL 9,,,Private,,7/19/2024,F7_FILING,,3810f04d9f6dabd9
F7_OLMS,Central Square CSD - Docs,Central Square,NY,13036,,20,Service Employees International Union 200United,,,Private,,12/6/2022,F7_FILING,,57e29093004e5a2b
F7_OLMS,JD Traditional Industries,Huntington Station,NY,11746,23,20,"International Union of Painters & Allied Trades Local 1974, District Council 9",70469,PAT,Private,PRIVATE,4/25/2023,F7_FILING,,c0dc885e707ded1b
F7_OLMS,JEWISH ASSOCIATION SERVING THE AGED,NEW YORK,NY,10018,,20,"United Automobile, Aerospace, & Agricultural Implement Workers of America LOCAL 2320",,,Private,,10/13/2023,F7_FILING,,35a27ceb748d9728
F7_OLMS,Ribon Industries,Brooklyn,NY,11220,48,20,International Brotherhood of Teamsters 553,9344,IBT,Private,PRIVATE,4/6/2023,F7_FILING,,18dfc1f7b0e6ce00
F7_OLMS,Rite-Way Internal Removal Inc.,Woodside ,NY,11377,,20,International Brotherhood of Teamsters 813,36119,IBT,Private,PRIVATE,3/11/2024,F7_FILING,,1539c6304557f232
F7_OLMS,JITA Realty Corp. c/o Jeffmar Management Corp. - Expiration of the 2020 BRAB Council 7 AGR,Bronx,NY,10458,,20,Service Employees International Union 32BJ,,,Private,,7/23/2024,F7_FILING,,fcbf68367fda16e8
F7_OLMS,JOHN AGUGLIARO PRINTING,BROOKLYN ,NY,11223,,20,Printing Packaging and Production Works Union of North America 1L,,,Private,,4/11/2024,F7_FILING,,c79371e1118d5d41
F7_OLMS,New York Conention Center,NYC,NY,10001,,20,CWA 1180,538149,CWA,Private,OTHER,1/20/2022,F7_FILING,,6c70ab4ed50788cd
F7_OLMS,Boro-Wide Recycling Corp.,Maspeth,NY,11378,,20,International Brotherhood of Teamsters Local 813,36119,IBT,Private,PRIVATE,8/7/2023,F7_FILING,,8ce9ae3d416cdb16
F7_OLMS,New York Catholic Center,New York ,NY,10006,,20,International Union of Operating Engineers AFL-CIO 30,19779,IUOE,Private,PRIVATE,8/28/2024,F7_FILING,,ff86dcad33755c03
F7_OLMS,"Paccione Funeral Directors,Inc.",Staten Island ,NY,10304,,20,International Brotherhood of Teamsters 813,36119,IBT,Private,PRIVATE,12/5/2023,F7_FILING,,f00f004362260f34
F7_OLMS,Ferrara Lumber Corp.,Maspeth,NY,11378,23,20,International Brotherhood of Teamsters Local 522,17806,IBT,Private,PRIVATE,11/1/2023,F7_FILING,,f02b35a7540e4dfb
F7_OLMS,New Montefiore Cemetery Seasonal,Farmingdale,NY,11735,,20,International Brotherhood of Teamsters 813,36119,IBT,Private,PRIVATE,9/5/2024,F7_FILING,,d6ceb08f33ee1e3e
F7_OLMS,New Immigrant Community Empowerment,Queens,NY,11372,,20,"United Automobile, Aerospace, & Agricultural Implement Workers of America 2325",70320,UAW,Private,PRIVATE,2/1/2024,F7_FILING,,852eb9b3b9b9e2bb
F7_OLMS,Columbia University,Palisades,NY,10964,48,20,"International Organization of Masters, Mates & Pilots ",,,Private,,6/7/2024,F7_FILING,,c215f2a11974d14a
F7_OLMS,Finger Lakes Racing Association,Farmington,NY,14424,23,20,"North Atlantic States Regional Council of Carpenters 276, 277",,,Private,,1/22/2025,F7_FILING,,98d79148259764e6
F7_OLMS,Rover Contracting Inc.,Highland,NY,12528,23,20,International Union of Painters & Allied Trades Structural Steel and Bridge Painters Local 806,6929,PAT,Private,PRIVATE,6/26/2024,F7_FILING,,8de17834b1fdc9d0
F7_OLMS,BOMBACE CONSTRUCTION CO INC. (MTA),NEW ROCHELLE,NY,10801,23,20,International Brotherhood of Teamsters 282,9185,IBT,Private,PRIVATE,4/18/2023,F7_FILING,,767f224776ab5730
F7_OLMS,"New Castle Paving, LLC",Troy ,NY,12180,23,20,"Laborers International Union of North America AFL-CIO Locals 190, 157 & 35",,,Private,,1/27/2023,F7_FILING,,468a57f11753eaa7
F7_OLMS,Rovi Construction Corporation,Elmhurst,NY,11373,23,20,International Union of Painters & Allied Trades Structural Steel and Bridge Painters Local 806,6929,PAT,Private,PRIVATE,6/26/2024,F7_FILING,,c55dc461bcee63e6
F7_OLMS,Neptune Food Corp. ,Brooklyn,NY,11224,44,20,Retail Wholesale & Department Store Union 338,11901,RWDSU,Private,PRIVATE,11/6/2023,F7_FILING,,bbb3fbea355f4165
F7_OLMS,"KING'S CONSTRUCTION & EQUIPMENT RENTAL, LLC (MTA)",NANUET,NY,10954,23,20,International Brotherhood of Teamsters 282,9185,IBT,Private,PRIVATE,4/27/2023,F7_FILING,,4b76396ab8357c36
F7_OLMS,"King Lumber, LLC.",Goldens Bridge,NY,10526,48,20,International Brotherhood of Teamsters 456,21006,IBT,Private,PRIVATE,4/15/2024,F7_FILING,,51dc1aad0ff4546c
F7_OLMS,Oak View Group,Elmont,NY,11003,71,20,"International Union of Operating Engineers AFL-CIO Local Unions 30, 30A, 30B",19779,IUOE,Private,PRIVATE,5/31/2024,F7_FILING,,decf7ce1413ae193
F7_OLMS,RTC (Stephen Sondheim Theatre),New York,NY,10018,71,20,International Alliance of Theatrical Stage Employees 1,,,Private,,6/28/2023,F7_FILING,,7b140f3250461321
F7_OLMS,Canada Dry,Bronx,NY,10465,44,20,International Brotherhood of Teamsters 592,1658,IBT,Private,PRIVATE,10/3/2024,F7_FILING,,06e54aee9ac879b8
F7_OLMS,Camellia General Provision Co Units A and B,Buffalo,NY,14211,44,20,United Food & Commercial Workers One,,,Private,,9/25/2023,F7_FILING,,30d5131e810341d8
F7_OLMS,KUEHNE & NAGEL (CLERICAL UNIT),Jamaica,NY,11434,48,20,IBT-295,15398,IBT,Private,PRIVATE,6/6/2011,F7_FILING,,ed6ff21766176ab8
F7_OLMS,"RUSSO DEVELOPMENT ENTERPRISES, INC. ",LAWRENCE,NY,11559,23,20,International Brotherhood of Teamsters 282,9185,IBT,Private,PRIVATE,4/24/2024,F7_FILING,,3376b93404e8e853
F7_OLMS,"CBRE, inc. - 525 North Broadway MTA Building",White Plains,NY,10601,,20,International Union of Operating Engineers AFL-CIO 30,19779,IUOE,Private,PRIVATE,7/24/2024,F7_FILING,,e2091df465d8ccf2
F7_OLMS,"National Convention Services, LLC",New York,NY,10001,71,20,International Alliance of Theatrical Stage Employees ,,,Private,,6/27/2024,F7_FILING,,eccb04a9f961fa1b
F7_OLMS,LaFarge North America/Holcim (US) Inc.,Ravena,NY,12143,21,20,International Brotherhood Of Teamsters 25,,,Private,,1/13/2023,F7_FILING,,09ef4d61e0b64283
F7_OLMS,C. CAP TRUCKING INC (MTAI),FARMINGDALE,NY,11735,23,20,International Brotherhood of Teamsters 282,9185,IBT,Private,PRIVATE,4/28/2023,F7_FILING,,53de49f3eb9c031a
F7_OLMS,"Lee Loi Industries, Inc",Bronx,NY,10474,48,20,International Brotherhood of Teamsters 202,26719,IBT,Private,PRIVATE,11/13/2023,F7_FILING,,bf496d09755ce975
