employer_name,city,state,zip,naics,sector,employer_type,workers,union_names,union_count,affiliation,latest_date,time_period,data_sources,source_count,location_count,locations,canonical_group_id,ein,is_public_company,is_federal_contractor,primary_source,employer_id
Clason Point Partners,Yonkers,NY,10701,48,Private,SINGLE_EMPLOYER,20,International Union of Operating Engineers AFL-CIO Local 147,1,IUOE,2024-07-24,Current,"F7, SAM",1,1,Yonkers,,,,Y,F7_OLMS,b8793d015ee95f34
POPULAR SERVICES INC.,RICHMOND HILL,NY,11418,23,Private,SINGLE_EMPLOYER,20,International Union of Painters & Allied Trades DISTRICT COUNCIL 9,1,,2024-03-15,Current,"F7, SAM",1,1,RICHMOND HILL,,,,,F7_OLMS,e84cf06cef235bf8
Town of West Sparta,Dansville,NY,14437,,Private,SINGLE_EMPLOYER,20,International Brotherhood of Teamsters 264,1,IBT,2023-06-14,Current,F7,0,1,Dansville,,,,,F7_OLMS,30bfcef87df05d46
Hunt's Point Cooperative Market,Bronx,NY,10474,,Private,SINGLE_EMPLOYER,20,International Union of Operating Engineers AFL-CIO 30,1,IUOE,2024-10-23,Current,"F7, OSHA",1,1,Bronx,,,,,F7_OLMS,b6305b6b1bc48df7
Riverbay Corporation d/b/a Co-op City,Bronx,NY,10475,,Private,SINGLE_EMPLOYER,20,Local 1013 United Security Officers of America ,1,,2024-08-02,Current,"F7, NLRB",1,1,Bronx,,,,,F7_OLMS,aead5bc6df7e51c7
Greenwich American Center,New York,NY,10166,,Private,SINGLE_EMPLOYER,20,International Union of Operating Engineers Stationary Engineers AFL-CIO 30,1,IUOE,2024-12-06,Current,F7,0,1,New York,,,,,F7_OLMS,adf9d01b13b74707
Greenebuild LLC,Brooklyn,NY,11238,23,Private,SINGLE_EMPLOYER,20,"International Union of Painters & Allied Trades Local 1974, District Council 9",1,PAT,2023-04-25,Current,"F7, Mergent",1,1,Brooklyn,,,,,F7_OLMS,be357bd0da0032ba
Greatway Food Inc. ,New York ,NY,10033,44,Private,SINGLE_EMPLOYER,20,Retail Wholesale & Department Store Union 338,1,RWDSU,2023-11-06,Current,F7,0,1,New York ,,,,,F7_OLMS,7a6d9932127a92c3
GRAVITY CONSTRUCTION CORP.,QUEENS,NY,11435,23,Private,SINGLE_EMPLOYER,20,International Union of Painters & Allied Trades DISTRICT COUNCIL 9,1,,2024-03-14,Current,F7,0,1,QUEENS,,,,,F7_OLMS,95c3ccf294df7343
"GRADIANT SERVICES, LLC.",NEW YORK,NY,10018,23,Private,SINGLE_EMPLOYER,20,International Union of Painters & Allied Trades LOCAL 8A-28A ,1,,2024-03-25,Current,"F7, OSHA",1,1,NEW YORK,,,,,F7_OLMS,9b6747ba1df0bd27
ASPLUNDH CONSTRUCTION LLC (NEX),YAPHANK,NY,11980,23,Private,SINGLE_EMPLOYER,20,International Brotherhood of Teamsters 282,1,IBT,2023-04-10,Current,"F7, Mergent",1,1,YAPHANK,,,,,F7_OLMS,623ddf041c630cbe
LIBERTY DUCTWORK INC,BROOKLYN,NY,11232,23,Private,SINGLE_EMPLOYER,20,International Brotherhood of Teamsters 282,1,IBT,2024-04-29,Current,"F7, OSHA, WHD",2,1,BROOKLYN,,,,,F7_OLMS,dc3562bc5e14fcec
Local Media Group-Newsroom (a/k/a Times Herald Record),Middleton,NY,10940,51,Private,SINGLE_EMPLOYER,20,CWA-1120,1,CWA,2017-06-27,Historical,F7,0,1,Middleton,,,,,F7_OLMS,a3e4ffce8462be1c
GPI NY-GMII LLC. dba Rockville Centre GMC,Rockville Centre,NY,11570,44,Private,SINGLE_EMPLOYER,20,"United Automobile, Aerospace, & Agricultural Implement Workers of America 259",1,UAW,2024-04-24,Current,F7,0,1,Rockville Centre,,,,,F7_OLMS,b2745605e157da65
Governors Island,New York,NY,10004,,Private,SINGLE_EMPLOYER,20,International Union of Operating Engineers AFL-CIO 30,1,IUOE,2024-01-25,Current,"F7, 990, SAM",2,1,New York,,272683349,,,F7_OLMS,1dd363f7a8c61c96
"GOING SIGN COMPANY, INC. ","PLAINVIEW, ",NY,11803,23,Private,SINGLE_EMPLOYER,20,"International Association of Sheet Metal, Air, Rail & Transportation Workers 137",1,SMART,2023-03-29,Current,F7,0,1,"PLAINVIEW, ",,,,,F7_OLMS,202e6f99ebf8589d
"GER Industries, Inc.",New Rochelle,NY,10801,48,Private,SINGLE_EMPLOYER,20,International Brotherhood of Teamsters 456,1,IBT,2024-04-15,Current,F7,0,1,New Rochelle,,,,Y,F7_OLMS,ccda257488e1976c
Genting New York LLC d/b/a Resorts World Casino NY,Jamaica,NY,11420,,Private,SINGLE_EMPLOYER,20,International Brotherhood of Electrical Workers AFL-CIO 1430,1,IBEW,2022-11-28,Current,"F7, NLRB",1,1,Jamaica,,,,,F7_OLMS,aba06e19a0a5f1b2
G.G.N. CO INC. (MTA),BROOKLYN,NY,11234,23,Private,SINGLE_EMPLOYER,20,International Brotherhood of Teamsters 282,1,IBT,2023-04-19,Current,F7,0,1,BROOKLYN,,,,,F7_OLMS,a60e38ebdd08e878
G & M EARTHMOVING INC. (NEX),HOLBROOK,NY,11741,23,Private,SINGLE_EMPLOYER,20,International Brotherhood of Teamsters 282,1,IBT,2023-04-10,Current,F7,0,1,HOLBROOK,,,,,F7_OLMS,3556b5b2a9aa95b6
Mega Van,Brooklyn,NY,11205,48,Private,SINGLE_EMPLOYER,20,International Brotherhood of Teamsters 814,1,IBT,2025-02-19,Current,F7,0,1,Brooklyn,,,,,F7_OLMS,9eaf538a8561916d
"Melrose Lumber, Co. Inc.",Ossining,NY,10562,48,Private,SINGLE_EMPLOYER,20,International Brotherhood of Teamsters 456,1,IBT,2024-04-16,Current,F7,0,1,Ossining,,,,,F7_OLMS,b1eeac2188ae25e3
Fruitco Corp.,Bronx,NY,10474,48,Private,SINGLE_EMPLOYER,20,International Brotherhood of Teamsters 202,1,IBT,2023-11-13,Current,"F7, OSHA, Mergent",2,1,Bronx,,,,,F7_OLMS,417ad5e397b8b10c
AMALGAMATED HOUSING CORP.,BRONX,NY,10463,23,Private,SINGLE_EMPLOYER,20,International Union of Painters & Allied Trades DISTRICT COUNCIL 9,1,,2024-03-13,Current,"F7, OSHA",1,1,BRONX,,,,,F7_OLMS,2408afa095c261cb
"MGM Yonkers, Inc. d/b/a Empire City Casino",Yonkers,NY,10704,,Private,SINGLE_EMPLOYER,20,International Union of Operating Engineers AFL-CIO Local 30,1,IUOE,2023-07-18,Current,"F7, NLRB",1,1,Yonkers,,,,,F7_OLMS,8d1a8bf51d3ac7de
Fresh Guys Warehouse Corp,Port Washington,NY,11050,48,Private,SINGLE_EMPLOYER,20,International Brotherhood of Teamsters 202,1,IBT,2023-04-27,Current,F7,0,1,Port Washington,,,,,F7_OLMS,e2ed3de731b56e1f
Michaels Restaurant of Brooklyn,Brooklyn,NY,11229,,Private,SINGLE_EMPLOYER,20,International Association of Machinists & Aerospace Workers District Lodge 15 447,1,IAM,2023-03-02,Current,"F7, WHD",1,1,Brooklyn,,,,,F7_OLMS,621e10909d1a9d77
Corning Building Company,Corning,NY,14830,,Private,SINGLE_EMPLOYER,20,International Brotherhood of Teamsters 118,1,IBT,2024-10-17,Current,"F7, OSHA, NLRB",2,1,Corning,,,,,F7_OLMS,bc813fedcc96692f
MinKwon Center for Community Action,Flushing,NY,11355,,Private,SINGLE_EMPLOYER,20,Transport Workers Union 241,1,TWU,2022-12-12,Current,"F7, 990, Mergent",2,1,Flushing,,112710506,,,F7_OLMS,0c96aa517498d1c2
MINUTEMAN PRESS OF HEWLETT,HEWLETT,NY,11557,,Private,SINGLE_EMPLOYER,20,Printing Packaging and Production Works Union of North America 1L ,1,,2025-01-30,Current,F7,0,1,HEWLETT,,,,,F7_OLMS,381674076b29867b
Fort Hamilton Military Installation - FITT,Brooklyn,NY,11215,,Private,SINGLE_EMPLOYER,20,International Union of Operating Engineers AFL-CIO 30,1,IUOE,2024-03-04,Current,F7,0,1,Brooklyn,,,,,F7_OLMS,ee8cbaedbe0df45f
DOUBLE AA TRUCKING CORP (NEX),WEST ISLIP,NY,11795,23,Private,SINGLE_EMPLOYER,20,International Brotherhood of Teamsters 282,1,IBT,2023-04-10,Current,F7,0,1,WEST ISLIP,,,,,F7_OLMS,a7b85902f9a2b8d6
MOR-STAR PAINTING & DECORATING,NEW YORK,NY,10036,23,Private,SINGLE_EMPLOYER,20,International Union of Painters & Allied Trades DISTRICT COUNCIL 9,1,,2024-03-14,Current,F7,0,1,NEW YORK,,,,,F7_OLMS,55a9b7df2c15bd68
Morris Fine Furniture Workshop Inc.,New York,NY,10018,31,Private,SINGLE_EMPLOYER,20,UBC-2870,1,CJA,2010-05-04,Historical,F7,0,1,New York,,,,,F7_OLMS,62a99aa704d45393
"Doreon, Inc.",Little Neck,NY,11362,23,Private,SINGLE_EMPLOYER,20,International Union of Bricklayers & Allied Craftworkers Local 7,1,,2023-05-24,Current,F7,0,1,Little Neck,,,,,F7_OLMS,33532da1aa334a2e
"Courtlandt Corners II Associates, L.P. c/o Phipps Houses Services Inc.",New York,NY,10010,,Private,SINGLE_EMPLOYER,20,Service Employees International Union 32BJ,1,,2023-05-17,Current,F7,0,1,New York,,,,,F7_OLMS,656d3bc4270b52b8
Difiore Construction ( shop),Rochester,NY,14606,23,Private,SINGLE_EMPLOYER,20,"International Union Of Operating Engineers 158, District 832",1,IUOE,2024-01-02,Current,"F7, OSHA",1,1,Rochester,,,,,F7_OLMS,7c3aa61c1cd78a7f
Diamondback Materials d/b/a Diamondback Redi-Mix,Staten Island,NY,10303,48,Private,SINGLE_EMPLOYER,20,International Brotherhood of Teamsters 282,1,IBT,2023-04-06,Current,F7,0,1,Staten Island,,,,,F7_OLMS,37ed21124b8ccf52
DHY Sonamoo ,Brooklyn ,NY,11206,44,Private,SINGLE_EMPLOYER,20,Retail Wholesale & Department Store Union 338,1,RWDSU,2024-10-18,Current,F7,0,1,Brooklyn ,,,,,F7_OLMS,d51100947634caba
Alexandria Ocasio-Cortez for Congress,Bronx,NY,10461,,Private,SINGLE_EMPLOYER,20,The Campaign Workers Guild ,1,,2024-02-26,Current,F7,0,1,Bronx,,,,,F7_OLMS,bfc336680c949152
Cranesville Block Co Inc-Ready Mix Miron Corp,Amsterdam,NY,12010,23,Private,SINGLE_EMPLOYER,20,International Brotherhood of Teamsters ,1,,2024-07-23,Current,F7,0,1,Amsterdam,,,,,F7_OLMS,d337dc2809dcfa23
Chester Jensen Co Inc,Cattaragus,NY,14719,31,Private,SINGLE_EMPLOYER,20,United Steelworkers 08823-02,1,USW,2025-01-03,Current,"F7, OSHA",1,1,Cattaragus,,,,,F7_OLMS,4f9a5ddde6ed0e40
Charles Ross & Son Company,Hauppauge,NY,11787,31,Private,SINGLE_EMPLOYER,20,"United Automobile, Aerospace, & Agricultural Implement Workers of America 259",1,UAW,2023-12-26,Current,"F7, OSHA, WHD, SAM",3,1,Hauppauge,,,,,F7_OLMS,c98bcc86187e09ee
Nash Pharmacy,Dunkirk,NY,14048,62,Private,SINGLE_EMPLOYER,20,Service Employees International Union/United Healthcare Workers East 1199,1,,2024-11-11,Current,F7,0,1,Dunkirk,,,,,F7_OLMS,0bc81559505c71c8
CROSS ISLAND FAB-MBE LTD,NEW YORK,NY,10004,23,Private,SINGLE_EMPLOYER,20,International Brotherhood of Teamsters 282,1,IBT,2024-04-29,Current,F7,0,1,NEW YORK,,,,,F7_OLMS,3820e6dbc9eac31c
Center Charge,New York,NY,10023-6903,71,Private,SINGLE_EMPLOYER,20,IATSE-New York,1,,2010-01-18,Historical,F7,0,1,New York,,,,,F7_OLMS,8ad94f53c3be9282
"Crossroads JV, LLC",Plainview,NY,11803,23,Private,SINGLE_EMPLOYER,20,International Union of Painters & Allied Trades Structural Steel and Bridge Painters Local 806,1,PAT,2024-06-24,Current,"F7, 990",1,1,Plainview,,271804827,,,F7_OLMS,3c8fe9b014f3e1eb
 CCC CUSTOM CARPENTRY CORP,HICKSVILLE,NY,11801,23,Private,SINGLE_EMPLOYER,20,"International Union of Painters & Allied Trades Local 1974, District Council 9",1,PAT,2023-04-20,Current,"F7, OSHA, SAM, Mergent",3,1,HICKSVILLE,,,,,F7_OLMS,30c9a877385ce600
Neptune Food Corp. ,Brooklyn,NY,11224,44,Private,SINGLE_EMPLOYER,20,Retail Wholesale & Department Store Union 338,1,RWDSU,2023-11-06,Current,F7,0,1,Brooklyn,,,,,F7_OLMS,bbb3fbea355f4165
"New Castle Paving, LLC",Troy ,NY,12180,23,Private,SINGLE_EMPLOYER,20,"Laborers International Union of North America AFL-CIO Locals 190, 157 & 35",1,,2023-01-27,Current,"F7, OSHA, Mergent",2,1,Troy ,,,,,F7_OLMS,468a57f11753eaa7
AWISCO,MASPETH,NY,11378,,Private,SINGLE_EMPLOYER,20,International Brotherhood of Teamsters 810,1,IBT,2023-05-01,Current,"F7, Mergent",1,1,MASPETH,,,,,F7_OLMS,67e12138f7073394
New Immigrant Community Empowerment,Queens,NY,11372,,Private,SINGLE_EMPLOYER,20,"United Automobile, Aerospace, & Agricultural Implement Workers of America 2325",1,UAW,2024-02-01,Current,"F7, 990, SAM",2,1,Queens,,113560625,,,F7_OLMS,852eb9b3b9b9e2bb
New Montefiore Cemetery Seasonal,Farmingdale,NY,11735,,Private,SINGLE_EMPLOYER,20,International Brotherhood of Teamsters 813,1,IBT,2024-09-05,Current,F7,0,1,Farmingdale,,,,,F7_OLMS,d6ceb08f33ee1e3e
New York Conention Center,NYC,NY,10001,,Private,SINGLE_EMPLOYER,20,CWA 1180,1,CWA,2022-01-20,Current,F7,0,1,NYC,,,,,F7_OLMS,6c70ab4ed50788cd
D and T Mini Delicatessen ,Astoria ,NY,11102,44,Private,SINGLE_EMPLOYER,20,Retail Wholesale & Department Store Union 338,1,RWDSU,2024-09-13,Current,F7,0,1,Astoria ,,,,,F7_OLMS,ec51b4e9ff362061
AFM TRUCKING LLC (MTA),MAHOPAC,NY,10541,23,Private,SINGLE_EMPLOYER,20,International Brotherhood of Teamsters 282,1,IBT,2023-04-18,Current,F7,0,1,MAHOPAC,,,,,F7_OLMS,34d8e6a797de0023
ASTORIA RUBBISH REMOVAL COMPANY,JACKSON HEIGHTS,NY,11370,,Private,SINGLE_EMPLOYER,20,International Brotherhood of Teamsters Local 813,1,IBT,2023-09-11,Current,F7,0,1,JACKSON HEIGHTS,,,,,F7_OLMS,64109f74b3f9969f
Assembly of Christian Churches (AOCC),Bronx,NY,10459,,Private,SINGLE_EMPLOYER,20,United Food & Commercial Workers Local 888,1,,2024-04-23,Current,"F7, 990",1,1,Bronx,,133485749,,,F7_OLMS,1fb56d42a9800ec2
AFCO AVPORTS MGT LLC (OPERATION) ,NEW WINDSOR ,NY,12553,23,Private,SINGLE_EMPLOYER,20,International Union of Operating Engineers AFL-CIO 825,1,IUOE,2024-01-24,Current,F7,0,1,NEW WINDSOR ,,,,,F7_OLMS,d3bdbcfc8ae87c52
Asian American Legal Defense and Education Fund,New York,NY,10013,,Private,SINGLE_EMPLOYER,20,"United Automobile, Aerospace, & Agricultural Implement Workers of America 2325",1,UAW,2024-08-01,Current,F7,0,1,New York,,,,,F7_OLMS,9f9fc7de10b5b31e
ADVANCED TRANSIT MIX SUPPLY CORP. (CRM),BROOKLYN,NY,11237,23,Private,SINGLE_EMPLOYER,20,International Brotherhood of Teamsters 282,1,IBT,2023-04-05,Current,F7,0,1,BROOKLYN,,,,,F7_OLMS,942bf023341f2cea
Armory Owners,New York,NY,10001,53,Private,SINGLE_EMPLOYER,20,Retail Wholesale & Department Store Union/United Food & Commercial Workers 1102,1,RWDSU,2023-02-22,Current,F7,0,1,New York,,,,,F7_OLMS,dacbd2dca71a28d7
"ARGENIO BROTHERS, INC (MATERIAL DIVISION)",NEW WINDSOR,NY,12553,23,Private,SINGLE_EMPLOYER,20,International Union of Operating Engineers AFL-CIO 825,1,IUOE,2023-04-05,Current,F7,0,1,NEW WINDSOR,,,,,F7_OLMS,495890617bcdd31f
ARGENIO BROTHERS INC (SHOP DIVISION),NEW WINDSOR,NY,12553,23,Private,SINGLE_EMPLOYER,20,International Union of Operating Engineers AFL-CIO 825,1,IUOE,2023-04-05,Current,"F7, Mergent",1,1,NEW WINDSOR,,,,,F7_OLMS,0d8261580ee993c2
Democratic Socialists of America | DSA,New York,NY,10272,,Private,SINGLE_EMPLOYER,20,Washington-Baltimore News Guild TNG-CWA 32035,1,CWA,2023-08-30,Current,"F7, 990",1,1,New York,,132893010,,,F7_OLMS,a5140ce7e3bb25ab
Newsday,Melville,NY,11747,,Private,SINGLE_EMPLOYER,20,Graphic Communications Conference/International Brotherhood of Teamsters N/A,1,,2023-02-21,Current,"F7, OSHA, NLRB, WHD, SAM, Mergent",5,1,Melville,,,,Y,F7_OLMS,2eb4a6d3f68e1735
AMR All-Transit LLC,Arverne,NY,11692,,Private,SINGLE_EMPLOYER,20,Amalgamated Transit Union 22,1,ATU,2023-02-21,Current,"F7, NLRB",1,1,Arverne,,,,,F7_OLMS,1f5ef9351c455735
Niagara Falls Waterboard,Niagara Falls,NY,14303,23,Private,SINGLE_EMPLOYER,20,International Union of Operating Engineers AFL-CIO 17,1,IUOE,2024-03-12,Current,"F7, OSHA",1,1,Niagara Falls,,,,,F7_OLMS,4fbd39d9424cba89
Niagara Fiberboard INC.,Lockport,NY,14095,31,Private,SINGLE_EMPLOYER,20,Retail Wholesale & Department Store Union Local 139,1,RWDSU,2022-10-05,Current,"F7, OSHA",1,1,Lockport,,,,,F7_OLMS,806a52eec6d68599
NIOGA Library,Lockport,NY,14094,,Public,SINGLE_EMPLOYER,20,Civil Service Employees Association 717,1,AFSCME,2024-01-09,Current,F7,0,1,Lockport,,,,,F7_OLMS,01fd5acb97a75d51
ADMIRAL METALS,OCEANSIDE,NY,11572,31,Private,SINGLE_EMPLOYER,20,International Brotherhood Of Teamsters 810,1,IBT,2022-10-28,Current,F7,0,1,OCEANSIDE,,,,,F7_OLMS,ed1e255293f993c9
"American Oak, LLC d/b/a Dynamic Door Service ",Mt. Vernon,NY,10550,31,Private,SINGLE_EMPLOYER,20,United Brotherhood Carpenters & Joiners of America ,1,,2024-08-28,Current,F7,0,1,Mt. Vernon,,,,,F7_OLMS,41d9a861dd72e974
AMAZONAS PAINTING CORP.,EAST ELMHURST,NY,11369,23,Private,SINGLE_EMPLOYER,20,International Union of Painters & Allied Trades DISTRICT COUNCIL 9,1,,2024-03-13,Current,F7,0,1,EAST ELMHURST,,,,,F7_OLMS,33841838c98f73f3
DIMO CONSTRUCTION CORP.,WHITESTONE,NY,11357,23,Private,SINGLE_EMPLOYER,20,International Union of Painters & Allied Trades DISTRICT COUNCIL 9,1,,2024-03-14,Current,"F7, OSHA, SAM",2,1,WHITESTONE,,,,Y,F7_OLMS,e20a2ae3defb1de9
Amalgamated Lithographers Local Union 1,New York,NY,10003,,Public,SINGLE_EMPLOYER,20,Office & Professional Employees International Union AFL-CIO 153,1,OPEIU,2024-07-01,Current,"F7, 990",1,1,New York,,134920470,,,F7_OLMS,dffc33a40194cfe1
REDWOOD CONTRACTING CORP (MTAI),WHITESTONE,NY,11357,23,Private,SINGLE_EMPLOYER,20,International Brotherhood of Teamsters 282,1,IBT,2023-04-28,Current,F7,0,1,WHITESTONE,,,,,F7_OLMS,795e58c7261ba301
Reel Stories Teen Filmmaking,Brooklyn,NY,11215,71,Private,SINGLE_EMPLOYER,20,International Alliance of Theatrical Stage Employees ,1,,2025-04-24,Current,"F7, 990, SAM, Mergent",3,1,Brooklyn,,200936377,,,F7_OLMS,a0a8b3e04fb98705
Strate Welding Supply Co,Buffalo,NY,14216,48,Private,SINGLE_EMPLOYER,20,International Brotherhood of Teamsters 449,1,IBT,2023-06-05,Current,"F7, WHD",1,1,Buffalo,,,,,F7_OLMS,d9dd4006229ed22c
"DONALDSON INTERIORS, INC.",HAUPPAUGE,NY,11788,23,Private,SINGLE_EMPLOYER,20,International Union of Painters & Allied Trades DISTRICT COUNCIL 9,1,,2024-03-14,Current,"F7, OSHA, Mergent",2,1,HAUPPAUGE,,,,,F7_OLMS,31de45689f0360e6
Albany Center for Independent Living,Delmar,NY,12054,62,Private,SINGLE_EMPLOYER,20,1199Service Employees International Union 1199,1,,2022-11-28,Current,"F7, WHD",1,1,Delmar,,,,,F7_OLMS,c37a62ef015275f2
EL GIBOR & MY ROCK CORP. (MTA),FARMINGDALE,NY,11738,23,Private,SINGLE_EMPLOYER,20,International Brotherhood of Teamsters 282,1,IBT,2023-04-19,Current,F7,0,1,FARMINGDALE,,,,,F7_OLMS,d75b7f0c54626d3a
Advantage Care Physicians Syracuse Call Center ,New York,NY,10041,62,Public,SINGLE_EMPLOYER,20,Office & Professional Employees International Union AFL-CIO 153,1,OPEIU,2022-09-20,Current,F7,0,1,New York,,,,,F7_OLMS,22344ff45febc6bc
W.E.W CONTAINER CO,BROOKLYN,NY,11207,,Private,SINGLE_EMPLOYER,20,International Brotherhood Of Teamsters 810,1,IBT,2022-11-23,Current,F7,0,1,BROOKLYN,,,,,F7_OLMS,11864fc98d2bcff9
"ABM Industry Groups, LLC - (Chemtura AGR)",New York,NY,10006,,Private,SINGLE_EMPLOYER,20,Service Employees International Union 32BJ,1,,2023-09-14,Current,F7,0,1,New York,,,,,F7_OLMS,db4d7769cf86426e
Able Engineering - 4 Penn Center,New York,NY,10017,23,Private,SINGLE_EMPLOYER,20,United Association of Journeymen & Apprentices of the Plumbing & Pipe Fitting Industry of the United States & Canada 420,1,PPF,2023-03-01,Current,F7,0,1,New York,,,,,F7_OLMS,5cd2cbb7d95f7cb7
"Harvest Homes, Inc.",Delanson ,NY,12053,31,Private,SINGLE_EMPLOYER,20,North Atlantic States Regional Council of Carpenters Local 51,1,CJA,2024-12-03,Current,"F7, OSHA, Mergent",2,1,Delanson ,,,,,F7_OLMS,acb27f9079e62599
"HEIDELBERG MATERIAL US, INC - ALFRED/ BATH",BATH,NY,14810,23,Private,SINGLE_EMPLOYER,20,International Brotherhood of Teamsters 317,1,IBT,2024-10-22,Current,F7,0,1,BATH,,,,,F7_OLMS,7093f5eb3e82145f
SPEEDO CORPORATION,VALLEY STREAM ,NY,11580,23,Private,SINGLE_EMPLOYER,20,International Union of Painters & Allied Trades DISTRICT COUNCIL 9,1,,2024-03-15,Current,F7,0,1,VALLEY STREAM ,,,,,F7_OLMS,b9109b57afc3e553
"Spaeth Design, Inc.",Woodside,NY,11377,31,Private,SINGLE_EMPLOYER,20,Carpenters & Joiners Association ,1,,2023-03-16,Current,"F7, OSHA, Mergent",2,1,Woodside,,,,,F7_OLMS,51b8f5b2581d3fe4
Sodexo At General Electric Company Global Research,Schenectady,NY,12309,72,Private,SINGLE_EMPLOYER,20,Rochester Regional Joint Board 471,1,WU,2021-08-06,Current,F7,0,1,Schenectady,,,,,F7_OLMS,846d664dea60312b
Sneaker Con LLC,Elmhurst,NY,11373,71,Private,SINGLE_EMPLOYER,20,International Alliance of Theatrical Stage Employees ,1,,2025-10-31,Current,F7,0,1,Elmhurst,,,,,F7_OLMS,d7c86298bba2ca3a
SKF USA Inc./General Bearing Corporation,West Nyack,NY,10994,31,Private,SINGLE_EMPLOYER,20,New York City & Vicinity District Council of Carpenters ,1,,2020-12-01,Current,F7,0,1,West Nyack,,,,,F7_OLMS,f85902f7aeb14be6
SIMS METAL EAST LLC,Long Island City,NY,11101,,Private,SINGLE_EMPLOYER,20,International Brotherhood of Teamsters 210,1,IBT,2024-02-06,Current,"F7, OSHA",1,1,Long Island City,,,,,F7_OLMS,2bba4ca4b67e8032
The Labor Institute,New York,NY,10006,54,Private,SINGLE_EMPLOYER,20,"United Steel, Paper & Forestry, Rubber, Manufacturing, Energy, Allied Industrial & Service Workers International Union 00318-41",1,USW,2024-08-14,Current,"F7, 990, SAM",2,1,New York,,,,,F7_OLMS,83d140bd1f61bf72
Sheet Metal Workers Local 38,Brewster,NY,10509,,Private,SINGLE_EMPLOYER,20,United Food & Commercial Workers 371,1,UFCW,2025-02-24,Current,"F7, 990",1,1,Brewster,,061013879,,,F7_OLMS,63c281c736f06e8a
Sheet Metal Workers Local 112,Jamestown,NY,14701,,Private,SINGLE_EMPLOYER,20,Sheet Metal Workers 112,1,SMART,2025-01-27,Current,"F7, 990",1,1,Jamestown,,160051632,,,F7_OLMS,5dbbe7202e4aa950
Hope's Windows,Jamestown,NY,14701,31,Private,SINGLE_EMPLOYER,20,"International Association of Bridge, Structural, Ornamental & Reinforcing Iron Workers Union 852",1,BSOIW,2023-09-12,Current,"F7, OSHA, SAM, Mergent",3,1,Jamestown,,,,,F7_OLMS,0621251dfc72ce58
SHAMROCK MATERIALS LLC (MTAI),STATEN ISLAND,NY,10301,23,Private,SINGLE_EMPLOYER,20,International Brotherhood of Teamsters 282,1,IBT,2023-04-28,Current,"F7, Mergent",1,1,STATEN ISLAND,,,,,F7_OLMS,097171f8f05629b6
SEVILLE CENTRAL MIX CORP,FREEPORT,NY,11520,23,Private,SINGLE_EMPLOYER,20,International Brotherhood of Teamsters 282,1,IBT,2024-04-04,Current,"F7, OSHA",1,1,FREEPORT,,,,,F7_OLMS,d0df7d572e4cf39a
THE Stitch N Print Store,Broad Channel,NY,11693,,Private,SINGLE_EMPLOYER,20,Printing Packaging and Production Works Union of North America 1L,1,,2023-11-27,Current,F7,0,1,Broad Channel,,,,,F7_OLMS,761334463ffcf25b
Hopes Windows Inc Specialty Products Division,Jamestown,NY,14701,31,Private,SINGLE_EMPLOYER,20,IABSORIW-470,1,BSOIW,2011-11-18,Historical,F7,0,1,Jamestown,,,,,F7_OLMS,01823fb54678be1e
HORAN SAND & GRAVEL CORP (MTAI),SYOSSET,NY,11791,23,Private,SINGLE_EMPLOYER,20,International Brotherhood of Teamsters 282,1,IBT,2023-04-28,Current,F7,0,1,SYOSSET,,,,,F7_OLMS,c953c30cacd320f4
Sea Crest Development Corp.,Freeport,NY,11520,23,Private,SINGLE_EMPLOYER,20,International Brotherhood of Teamsters 282,1,IBT,2023-04-17,Current,F7,0,1,Freeport,,,,,F7_OLMS,2440bcd727fd1e7d
Theatre Development Fund (TKTS),New York,NY,10018,71,Private,SINGLE_EMPLOYER,20,International Alliance of Theatrical Stage Employees/Treasurers & Ticket Sellers Local 751,1,,2023-10-20,Current,"F7, 990",1,1,New York,,136216919,,,F7_OLMS,be6aab3e723442fc
"SDH Education East, LLC A Subsidiary of Sodexo Inc. - (Gateway Regional School District)",Cheektowaga,NY,14227,,Private,SINGLE_EMPLOYER,20,Service Employees International Union 32BJ,1,,2024-01-16,Current,F7,0,1,Cheektowaga,,,,,F7_OLMS,6a39cdf2627ae83d
SAS Technologies Corp.,Lynbrook,NY,11563,51,Private,SINGLE_EMPLOYER,20,Communication Workers of America 1104,1,,2023-05-15,Current,"F7, SEC",1,1,Lynbrook,,113529387,,Y,F7_OLMS,f8f73f78a1418a24
TMP Technologies,Buffalo,NY,14215,31,Private,SINGLE_EMPLOYER,20,"United Automobile, Aerospace, & Agricultural Implement Workers of America Local 55",1,UAW,2024-11-11,Current,"F7, SAM, Mergent",2,1,Buffalo,,,,Y,F7_OLMS,9c8b424724e6c096
Hudson Scenic Studios,Yonkers,NY,10036,71,Private,SINGLE_EMPLOYER,20,International Alliance of Theatrical Stage Employees/United Scenic Artists USA 829,1,,2025-04-08,Current,F7,0,1,Yonkers,,,,,F7_OLMS,7edb87b53a518c30
711 NEW YORK PTG & DEC CO INC,LONG ISLAND CITY,NY,11101,23,Private,SINGLE_EMPLOYER,20,International Union of Painters & Allied Trades District Council 9,1,,2024-03-13,Current,"F7, Mergent",1,1,LONG ISLAND CITY,,,,,F7_OLMS,994501209f3122e7
