local_number,local_name,city,state,zip,phone,email,website,leadership_name,leadership_title,divisions,full_address,latitude,longitude,scraped_at
386,Teamsters LU No 386,Modesto,CA,95354,(209) 526-2755,,,Jeff Berdion,Secretary-Treasurer,"Brewery, Bakery, & Soft Drink, Building Material and Construction Trade Division, Food Processing Division, Freight Division, Package Division, Passenger Transportation, Public Services and Health Care Division, Solid Waste and Recycling Division, Tankhaul Division, Warehouse Division","1225 Thirteenth St Modesto CA , 95354",37.639029,-120.964772,2026-02-03T08:59:28.293824
391,Teamsters LU No 391,Greensboro,NC,27425,(336) 668-0441,email@teamsterslocal391.org,https://www.teamsterslocal391.org,Rick Armstrong,President,"Airline Division, Brewery, Bakery, & Soft Drink, Building Material and Construction Trade Division, Express Division, Food Processing Division, Freight Division, Industrial Trades Division, Motion Picture and Theratical Trade Division, Package Division, Passenger Transportation, Public Services and Health Care Division, Tankhaul Division, Warehouse Division","Post Office Box 35405 Greensboro NC , 27425",36.08189,-79.766231,2026-02-03T08:59:28.293826
395,Teamsters LU No 395,Saskatoon,CN,S7L 5Z5,(306) 382-7868,admin395@sasktel.net,,Joshua Cenaiko,Secretary-Treasurer,"Airline Division, Building Material and Construction Trade Division, Food Processing Division, Freight Division, Industrial Trades Division, Package Division, Passenger Transportation, Public Services and Health Care Division, Solid Waste and Recycling Division","105-2301 Avenue C North Saskatoon CN , S7L 5Z5",50.454582,-104.571807,2026-02-03T08:59:28.293830
396,Teamsters LU No 396,Covina,CA,91724,(626) 915-3636,teamsters@local396.net,https://www.teamsterslocal396.org,Victor Mineros,Secretary-Treasurer,"Package Division, Solid Waste and Recycling Division","880 Oak Park Rd, #200 Covina CA , 91724",34.07363,-117.863495,2026-02-03T08:59:28.293833
397,Teamsters LU No 397,Erie,PA,16503,(814) 454-1516,teamsterslocal397@outlook.com,https://www.teamsterslocal397.com,Douglas A. Youngs,President,"Brewery, Bakery, & Soft Drink, Building Material and Construction Trade Division, Convention, Trade Show & Casino Division, Food Processing Division, Freight Division, Industrial Trades Division, Package Division, Public Services and Health Care Division, Tankhaul Division, Warehouse Division","1344 East 11th Street Erie PA , 16503",42.135673,-80.052917,2026-02-03T08:59:28.293837
399,Teamsters LU No 399,North Hollywood,CA,91602,(818) 985-7374,,https://www.ht399.org,Lindsay Dougherty,Secretary-Treasurer,"Building Material and Construction Trade Division, Industrial Trades Division, Motion Picture and Theratical Trade Division, Passenger Transportation","4747 Vineland Avenue North Hollywood CA , 91602",34.156538,-118.370371,2026-02-03T08:59:28.293840
400,Teamsters LU No 400,Cleveland,OH,44109,(216) 778-6300,local400@sbcglobal.net,,Julie Rizzo,Secretary-Treasurer,"Food Processing Division, Industrial Trades Division, Solid Waste and Recycling Division, Warehouse Division","707 Brookpark Rd. Cleveland OH , 44109",41.418798,-81.684335,2026-02-03T08:59:28.293842
401,Teamsters LU No 401,Wilkes-Barre,PA,18703,(570) 823-3121,teamsters401@verizon.net,,Scott Kucharski,Secretary-Treasurer,"Brewery, Bakery, & Soft Drink, Building Material and Construction Trade Division, Convention, Trade Show & Casino Division, Freight Division, Industrial Trades Division, Package Division, Public Services and Health Care Division, Warehouse Division","260 S. Washington St. Wilkes-Barre PA , 18703",41.240117,-75.888346,2026-02-03T08:59:28.293844
402,Teamsters LU No 402,Muscle Shoals,AL,35661,(256) 383-2006,402teamsters@gmail.com,https://www.teamsterslocal402.org,Joe Gronek,Secretary-Treasurer,"Brewery, Bakery, & Soft Drink, Building Material and Construction Trade Division, Food Processing Division, Freight Division, Industrial Trades Division, Package Division, Passenger Transportation, Warehouse Division","2208 E 2nd Street Muscle Shoals AL , 35661",34.758721,-87.642754,2026-02-03T08:59:28.293849
404,Teamsters LU No 404,Springfield,MA,01101,(413) 781-6326,mainoffice@teamsters404.net,https://www.teamsters404.com,"Bryan J. Donovan, Jr.",President,"Brewery, Bakery, & Soft Drink, Building Material and Construction Trade Division, Freight Division, Industrial Trades Division, Package Division, Passenger Transportation, Public Services and Health Care Division, Solid Waste and Recycling Division, Tankhaul Division, Warehouse Division","115 Progress Avenue Springfield MA , 01101",42.140195,-72.533802,2026-02-03T08:59:28.293851
406,Teamsters LU No 406,Grand Rapids,MI,49508,(616) 452-1551,,,Ellis P. Wood,Secretary-Treasurer,"Brewery, Bakery, & Soft Drink, Building Material and Construction Trade Division, Convention, Trade Show & Casino Division, Food Processing Division, Freight Division, Industrial Trades Division, Package Division, Passenger Transportation, Public Services and Health Care Division, Solid Waste and Recycling Division, Tankhaul Division, Warehouse Division","3315 Eastern Ave SE Grand Rapids MI , 49508",42.903588,-85.646689,2026-02-03T08:59:28.293854
407,Teamsters LU No 407,Cleveland,OH,44114-4123,(216) 688-0833,,https://www.lu407.com,"Dennis L. Roberts, Jr",President,"Building Material and Construction Trade Division, Convention, Trade Show & Casino Division, Express Division, Food Processing Division, Freight Division, Industrial Trades Division, Package Division, Public Services and Health Care Division, Solid Waste and Recycling Division, Tankhaul Division, Warehouse Division","3320 Superior Avenue Cleveland OH , 44114-4123",41.511454,-81.6672,2026-02-03T08:59:28.293859
413,Teamsters LU No 413,Columbus,OH,43215,(614) 228-6492,local413@teamsters413.com,https://www.teamsters413.com,Tony Jones,President,"Brewery, Bakery, & Soft Drink, Building Material and Construction Trade Division, Convention, Trade Show & Casino Division, Express Division, Food Processing Division, Freight Division, Industrial Trades Division, Package Division, Passenger Transportation, Public Services and Health Care Division, Tankhaul Division","555 E Rich Street Columbus OH , 43215",39.959008,-82.984758,2026-02-03T08:59:28.293861
414,Teamsters LU No 414,Fort Wayne,IN,46808,(260) 483-7159,team414@frontier.com,https://www.teamsterslocal414.org,George T. Gerdes,Secretary-Treasurer,"Brewery, Bakery, & Soft Drink, Building Material and Construction Trade Division, Freight Division, Industrial Trades Division, Package Division, Public Services and Health Care Division, Tankhaul Division, Warehouse Division","2644 Cass Street Fort Wayne IN , 46808",41.100149,-85.145777,2026-02-03T08:59:28.293864
419,Teamsters LU No 419,Mississauga Ont,CN,L5T 1B4,(905) 670-4190,info@teamsters419.ca,https://www.teamsters419.ca,Jason Sweet,President,"Airline Division, Building Material and Construction Trade Division, Convention, Trade Show & Casino Division, Food Processing Division, Freight Division, Industrial Trades Division, Public Services and Health Care Division, Solid Waste and Recycling Division, Warehouse Division","1890 Meyerside Drive Mississauga Ont CN , L5T 1B4",43.668358,-79.644205,2026-02-03T08:59:28.293867
429,Teamsters LU No 429,Wyomissing,PA,19610,(610) 320-5521,bshappell@teamsterslocal429.org,https://www.teamsterslocal429.org,William M. Shappell,President,"Brewery, Bakery, & Soft Drink, Building Material and Construction Trade Division, Food Processing Division, Freight Division, Industrial Trades Division, Package Division, Public Services and Health Care Division, Solid Waste and Recycling Division, Tankhaul Division, Warehouse Division","1055 Spring Street Wyomissing PA , 19610",40.339896,-75.967075,2026-02-03T08:59:28.293869
431,Teamsters LU No 431,Fresno,CA,93728,(559) 486-5410,teamsters431@sbcglobal.net,,Justin Scott,President,"Brewery, Bakery, & Soft Drink, Building Material and Construction Trade Division, Food Processing Division, Freight Division, Industrial Trades Division, Package Division, Public Services and Health Care Division, Solid Waste and Recycling Division, Tankhaul Division, Warehouse Division","1140 W. Olive Fresno CA , 93728",36.757903,-119.825146,2026-02-03T08:59:28.293871
436,Teamsters LU No 436,Valley View,OH,44125,(216) 328-1833,,https://www.teamsters436.com,Dennis M. Kashi,President,"Building Material and Construction Trade Division, Convention, Trade Show & Casino Division, Food Processing Division, Industrial Trades Division, Public Services and Health Care Division, Solid Waste and Recycling Division, Warehouse Division","6051 Carey Drive Valley View OH , 44125",41.397998,-81.612539,2026-02-03T08:59:28.293874
439,Teamsters LU No 439,Stockton,CA,95205,(209) 948-9592,,https://www.teamsters439.com,Sal Lomeli,Secretary-Treasurer,"Brewery, Bakery, & Soft Drink, Building Material and Construction Trade Division, Food Processing Division, Freight Division, Package Division, Passenger Transportation, Public Services and Health Care Division, Solid Waste and Recycling Division, Tankhaul Division, Warehouse Division","1531 E Fremont Street Stockton CA , 95205",37.961305,-121.272029,2026-02-03T08:59:28.293876
443,Teamsters LU No 443,New Haven,CT,06511,(203) 624-5185,tlocal443@msn.com,https://www.teamsterslocal443.com,Salvatore J. Abate,Secretary-Treasurer,"Brewery, Bakery, & Soft Drink, Building Material and Construction Trade Division, Food Processing Division, Freight Division, Industrial Trades Division, Package Division, Passenger Transportation, Public Services and Health Care Division, Solid Waste and Recycling Division, Tankhaul Division","200 Wallace Street New Haven CT , 06511",41.309972,-72.911525,2026-02-03T08:59:28.293878
445,Teamsters LU No 445,Rock Tavern,NY,12575,(845) 564-5297,local445@hvc.rr.com,https://www.teamsterslocal445.org,Daniel Maldonado,Secretary-Treasurer,"Brewery, Bakery, & Soft Drink, Building Material and Construction Trade Division, Convention, Trade Show & Casino Division, Freight Division, Industrial Trades Division, Passenger Transportation, Public Services and Health Care Division, Tankhaul Division, Warehouse Division","15 Stone Castle Road Rock Tavern NY , 12575",41.529249,-74.134533,2026-02-03T08:59:28.293881
449,Teamsters LU No 449,Buffalo,NY,14206,(716) 874-2200,teamsterslocal449@gmail.com,https://www.teamsterslocal449.org,Jeffrey S. Brylski,Secretary-Treasurer,"Brewery, Bakery, & Soft Drink, Building Material and Construction Trade Division, Freight Division, Industrial Trades Division, Package Division, Passenger Transportation, Public Services and Health Care Division, Solid Waste and Recycling Division, Tankhaul Division, Warehouse Division","2175 William St Buffalo NY , 14206",42.884029,-78.79046,2026-02-03T08:59:28.293885
453,Teamsters LU No 453,Cumberland,MD,21502,(301) 722-5720,,,,,"Building Material and Construction Trade Division, Food Processing Division, Freight Division, Package Division, Passenger Transportation, Public Services and Health Care Division","200 S. Lee Street Cumberland MD , 21502",39.649005,-78.770489,2026-02-03T08:59:28.293887
455,Teamsters LU No 455,Denver,CO,80212,(303) 458-1600,,https://www.teamsterslocal455.org,Dean E. Modecker,Secretary-Treasurer,"Airline Division, Brewery, Bakery, & Soft Drink, Building Material and Construction Trade Division, Express Division, Food Processing Division, Freight Division, Industrial Trades Division, Package Division, Public Services and Health Care Division, Tankhaul Division, Warehouse Division","10 Lakeside Lane,#3-A Denver CO , 80212",39.782676,-105.058446,2026-02-03T08:59:28.293889
456,Teamsters LU No 456,Elmsford,NY,10523,(914) 592-9500,louispicani@teamsterslocal456.com,,Louis A. Picani,President,"Brewery, Bakery, & Soft Drink, Building Material and Construction Trade Division, Industrial Trades Division, Passenger Transportation, Public Services and Health Care Division, Solid Waste and Recycling Division, Tankhaul Division, Warehouse Division","160 S Central Avenue Elmsford NY , 10523",41.049014,-73.821828,2026-02-03T08:59:28.293892
463,Teamsters LU No 463,Fort Washington,PA,19034,(215) 591-1000,bob@teamsters463.org,,Bob Ryder,Secretary-Treasurer,"Brewery, Bakery, & Soft Drink, Convention, Trade Show & Casino Division, Food Processing Division, Freight Division, Public Services and Health Care Division, Tankhaul Division, Warehouse Division","1375 Virginia Dr,#203 Fort Washington PA , 19034",40.140626,-75.168178,2026-02-03T08:59:28.293894
464,Teamsters LU No 464,Vancouver  BC,CN,V5T 1X3,(604) 876-6464,teamsterslocal464@telus.net,https://www.teamsters464.org,Paul Barton,Secretary-Treasurer,,"490 East Broadway Vancouver  BC CN , V5T 1X3",49.262198,-123.093628,2026-02-03T08:59:28.293896
469,Teamsters LU No 469,Hazlet,NJ,07730,(732) 888-0100,,,Michael L Broderick,President,"Brewery, Bakery, & Soft Drink, Building Material and Construction Trade Division, Convention, Trade Show & Casino Division, Freight Division, Industrial Trades Division, Passenger Transportation, Public Services and Health Care Division, Tankhaul Division, Warehouse Division","3400 Hgwy 35,Ex Plz#7 Hazlet NJ , 07730",40.423167,-74.194569,2026-02-03T08:59:28.293898
471,Teamsters LU No 471,Minneapolis,MN,55414,(612) 331-1931,,,Lyndon B. Johnson,Secretary-Treasurer,"Brewery, Bakery, & Soft Drink, Food Processing Division, Warehouse Division","3001 Univ Ave S E Minneapolis MN , 55414",44.979513,-93.227354,2026-02-03T08:59:28.293900
480,Teamsters LU No 480,Nashville,TN,37224,(615) 361-4900,,https://www.teamsterslocal480.org,Len Hughes,President,"Freight Division, Industrial Trades Division, Package Division, Public Services and Health Care Division","Post Office Bx 100230 Nashville TN , 37224",36.116401,-86.861592,2026-02-03T08:59:28.293902
481,Teamsters LU No 481,San Diego,CA,92116,(619) 282-2187,local481@teamsters481.org,https://www.teamsters481.org,Eric Borgardt,Secretary-Treasurer,"Building Material and Construction Trade Division, Industrial Trades Division, Package Division, Passenger Transportation, Public Services and Health Care Division","2840 Adams Ave, Rm 202 San Diego CA , 92116",32.763175,-117.132938,2026-02-03T08:59:28.293904
491,Teamsters LU No 491,Uniontown,PA,15401,(724) 438-0512,vdragone@teamsters491.com,,"Vito Dragone, Jr.",Secretary-Treasurer,"Brewery, Bakery, & Soft Drink, Building Material and Construction Trade Division, Food Processing Division, Freight Division, Package Division, Passenger Transportation, Public Services and Health Care Division, Tankhaul Division","112 Morgantown Street Uniontown PA , 15401",39.898006,-79.729349,2026-02-03T08:59:28.293908
492,Teamsters LU No 492,Albuquerque,NM,87109,(505) 344-1925,,https://www.teamsters492.org,Andrew L. Palmer,Secretary-Treasurer,"Airline Division, Brewery, Bakery, & Soft Drink, Building Material and Construction Trade Division, Food Processing Division, Freight Division, Industrial Trades Division, Motion Picture and Theratical Trade Division, Package Division, Public Services and Health Care Division, Warehouse Division","4269 Balloon Pk Rd Ne Albuquerque NM , 87109",35.147567,-106.595695,2026-02-03T08:59:28.293910
493,Teamsters LU No 493,Uncasville,CT,06382,(860) 848-9201,info@teamsters493.org,https//:www.teamsters493.org,Bevan J Sweet,Secretary-Treasurer,"Brewery, Bakery, & Soft Drink, Building Material and Construction Trade Division, Freight Division, Industrial Trades Division, Package Division, Passenger Transportation, Public Services and Health Care Division, Warehouse Division","Post Office Box 485 Uncasville CT , 06382",41.43454,-72.1098,2026-02-03T08:59:28.293912
495,Teamsters LU No 495,West Covina,CA,91791,(626) 915-4954,office@teamsters495.org,https://www.teamsters495.org,Robert M. Lennox,Secretary-Treasurer,"Brewery, Bakery, & Soft Drink, Building Material and Construction Trade Division, Convention, Trade Show & Casino Division, Food Processing Division, Freight Division, Industrial Trades Division, Package Division, Public Services and Health Care Division, Solid Waste and Recycling Division, Warehouse Division","225 N Barranca 4th Fl West Covina CA , 91791",34.074198,-117.881898,2026-02-03T08:59:28.293914
500,Teamsters LU No 500,Philadelphia,PA,19134,(215) 291-9540,local500@teamsterslocal500.com,,Douglas S. Edwards,President,"Brewery, Bakery, & Soft Drink, Building Material and Construction Trade Division, Convention, Trade Show & Casino Division, Express Division, Food Processing Division, Freight Division, Industrial Trades Division, Package Division, Public Services and Health Care Division, Warehouse Division","3460 N.Delaware,#301 Philadelphia PA , 19134",39.979031,-75.09488,2026-02-03T08:59:28.293917
502,Teamsters LU No 502,Philadelphia,PA,19123,(215) 236-7222,casapresident502@gmail.com,https://www.local502casa.org,Dr. Robin Cooper,President,Public Services and Health Care Division,"855 N Broad Street Philadelphia PA , 19123",39.969346,-75.159763,2026-02-03T08:59:28.293920
507,Teamsters LU No 507,Cleveland,OH,44125,(216) 328-0111,office@teamsterslocal507.com,https://www.teamsterslocal507.com,Daniel Chavez,Secretary-Treasurer,"Airline Division, Building Material and Construction Trade Division, Convention, Trade Show & Casino Division, Industrial Trades Division, Public Services and Health Care Division, Tankhaul Division, Warehouse Division","5425 Warner Rd,Unit#7 Cleveland OH , 44125",41.416039,-81.635843,2026-02-03T08:59:28.293923
509,Teamsters LU No 509,West Columbia,SC,29172,(803) 796-6172,team509@bellsouth.net,http://www.teamsterslocal509.org/,Brian Clardy,President,"Brewery, Bakery, & Soft Drink, Building Material and Construction Trade Division, Food Processing Division, Freight Division, Industrial Trades Division, Motion Picture and Theratical Trade Division, Package Division, Passenger Transportation, Tankhaul Division","2604 Fish Hatchery Rd West Columbia SC , 29172",33.921868,-81.092621,2026-02-03T08:59:28.293925
512,Teamsters LU No 512,Jacksonville,FL,32254,(904) 786-7649,,https://www.teamsterslocal512.org,Rebecca Cardona,President,"Airline Division, Brewery, Bakery, & Soft Drink, Freight Division, Industrial Trades Division, Package Division, Passenger Transportation, Public Services and Health Care Division, Warehouse Division","1210 Lane Avenue, N. Jacksonville FL , 32254",30.339033,-81.752697,2026-02-03T08:59:28.293927
516,Teamsters LU No 516,Muskogee,OK,74403,(918) 683-6587,Teamsters516@gmail.com,,Kelly Swon,Secretary-Treasurer,Package Division,"1212 East Okmulgee Muskogee OK , 74403",35.742769,-95.355023,2026-02-03T08:59:28.293929
517,Teamsters LU No 517,Visalia,CA,93291,(559) 627-9993,,https://www.teamsterslocal517.com,Ronald Culbertson,Secretary-Treasurer,"Food Processing Division, Freight Division, Passenger Transportation, Public Services and Health Care Division, Warehouse Division","512 West Oak Avenue Visalia CA , 93291",36.332209,-119.297338,2026-02-03T08:59:28.293932
519,Teamsters LU No 519,Knoxville,TN,37917,(865) 546-8373,teamsterslocal519@comcast.net,https://www.teamsterslocal519.org,Wes Trotterchaud,President,"Brewery, Bakery, & Soft Drink, Building Material and Construction Trade Division, Food Processing Division, Freight Division, Industrial Trades Division, Package Division, Public Services and Health Care Division","2306 Montclair Ave Knoxville TN , 37917",36.011728,-83.921746,2026-02-03T08:59:28.293935
522,Teamsters LU No 522,Rahway,NJ,07065,(732) 388-6047,local522@ibtlocal522.com,,James D. Kane,Secretary-Treasurer,"Building Material and Construction Trade Division, Convention, Trade Show & Casino Division, Industrial Trades Division, Solid Waste and Recycling Division, Warehouse Division","1308 Pierce Street Rahway NJ , 07065",40.604771,-74.276235,2026-02-03T08:59:28.293937
525,Teamsters LU No 525,Alton,IL,62002,(618) 462-9706,,https://www.teamsterslocal525.org,Brett Wessel,Secretary-Treasurer,"Brewery, Bakery, & Soft Drink, Building Material and Construction Trade Division, Convention, Trade Show & Casino Division, Food Processing Division, Freight Division, Industrial Trades Division, Passenger Transportation, Public Services and Health Care Division, Solid Waste and Recycling Division, Tankhaul Division, Warehouse Division","830 East Broadway Alton IL , 62002",38.889093,-90.17321,2026-02-03T08:59:28.293940
528,Teamsters LU No 528,Jonesboro,GA,30236,(770) 681-0819,info@local528.com,https://www.local528.com,,,"Brewery, Bakery, & Soft Drink, Building Material and Construction Trade Division, Food Processing Division, Freight Division, Industrial Trades Division, Package Division, Passenger Transportation, Tankhaul Division, Warehouse Division","407 Arrowhead Boulevard Jonesboro GA , 30236",33.574699,-84.377777,2026-02-03T08:59:28.293942
529,Teamsters LU No 529,Elmira,NY,14904,(607) 733-6519,teamsterslocal529@outlook.com,,Richard  Dexter,President,"Building Material and Construction Trade Division, Freight Division, Industrial Trades Division, Package Division, Passenger Transportation, Public Services and Health Care Division, Tankhaul Division, Warehouse Division","129 E Chemung Place Elmira NY , 14904",42.0857346,-76.8012259,2026-02-03T08:59:28.293945
533,Teamsters LU No 533,Reno,NV,89512,(775) 348-6060,Teamster533@sbcglobal.net,https://www.teamsters533.org,Gary W. Watson,Secretary-Treasurer,"Brewery, Bakery, & Soft Drink, Building Material and Construction Trade Division, Food Processing Division, Freight Division, Package Division, Passenger Transportation, Public Services and Health Care Division, Solid Waste and Recycling Division, Warehouse Division","1190 Selmi Drive # 100 Reno NV , 89512",39.558053,-119.798882,2026-02-03T08:59:28.293947
538,Teamsters LU No 538,Worthington,PA,16262,(724) 297-3427,,,Betty Rose Fischer,Secretary-Treasurer,"Building Material and Construction Trade Division, Freight Division, Industrial Trades Division, Package Division, Public Services and Health Care Division, Warehouse Division","PO Box 128 204 Cnty Line Rd Worthington PA , 16262",40.837764,-79.629766,2026-02-03T08:59:28.293949
541,Teamsters LU No 541,Oak Grove,MO,64075,(816) 921-1700,mkeeran@teamsterslocal541.org,,Mike Keeran,President,"Building Material and Construction Trade Division, Freight Division, Industrial Trades Division, Tankhaul Division, Warehouse Division","406 NW 1st Street Oak Grove MO , 64075",39.043016,-94.52465,2026-02-03T08:59:28.293952
542,Teamsters LU No 542,San Diego,CA,92120-4173,(619) 582-0542,info@teamsters542.org,https://www.teamsters542.org,Jaime Vasquez,Secretary-Treasurer,"Brewery, Bakery, & Soft Drink, Convention, Trade Show & Casino Division, Food Processing Division, Freight Division, Industrial Trades Division, Motion Picture and Theratical Trade Division, Package Division, Passenger Transportation, Public Services and Health Care Division, Solid Waste and Recycling Division, Tankhaul Division, Warehouse Division","4666 Mission Gorge Pl San Diego CA , 92120-4173",32.78319,-117.092451,2026-02-03T08:59:28.293955
553,Teamsters LU No 553,New York,NY,10011,(212) 929-6828,,,Demos P. Demopoulos,Secretary-Treasurer,"Airline Division, Brewery, Bakery, & Soft Drink, Food Processing Division, Freight Division, Industrial Trades Division, Passenger Transportation, Public Services and Health Care Division, Solid Waste and Recycling Division, Tankhaul Division, Warehouse Division","265 W 14th St, Rm 305 New York NY , 10011",40.739467,-74.001016,2026-02-03T08:59:28.293959
554,Teamsters LU No 554,Omaha,NE,68127,(402) 331-0550,davelyn@local554.org,https://www.local554.org,Daniel W. Avelyn,Secretary-Treasurer,"Airline Division, Brewery, Bakery, & Soft Drink, Building Material and Construction Trade Division, Convention, Trade Show & Casino Division, Food Processing Division, Freight Division, Industrial Trades Division, Package Division, Passenger Transportation, Public Services and Health Care Division, Warehouse Division","4349 South 90 Street Omaha NE , 68127",41.215776,-96.052126,2026-02-03T08:59:28.293961
555,Teamsters LU No 555,"Montreal, Quebec",Quebec,H2B 1H7,(514) 391-9131,info@teamsters555.org,,Denis Fournier,President,Graphics Communications,"1831 Fleury Est Montreal, Quebec Quebec , H2B 1H7",45.5741,-73.6507,2026-02-03T08:59:28.293963
560,Teamsters LU No 560,Elmwood,NJ,07407,(201) 864-0051,,,Joseph Dipalma,President,"Airline Division, Brewery, Bakery, & Soft Drink, Building Material and Construction Trade Division, Convention, Trade Show & Casino Division, Food Processing Division, Freight Division, Industrial Trades Division, Package Division, Passenger Transportation, Public Services and Health Care Division, Solid Waste and Recycling Division, Tankhaul Division, Warehouse Division","303 Molnar Drive 3rd Floor Elmwood NJ , 07407",40.758714,-74.043915,2026-02-03T08:59:28.293966
568,Teamsters LU No 568,Shreveport,LA,71137,(318) 222-4681,teamsters568@aol.com,https://www.teamsters568.com,Doug Beckham,Secretary-Treasurer,"Brewery, Bakery, & Soft Drink, Freight Division, Industrial Trades Division, Package Division, Tankhaul Division","Post Office Box 7805 Shreveport LA , 71137",32.607556,-93.75256,2026-02-03T08:59:28.293968
570,Teamsters LU No 570,Baltimore,MD,21224,(410) 284-5081,team570@comcast.net,https://www.team570.org,Sean Cedenio,Secretary-Treasurer,"Brewery, Bakery, & Soft Drink, Building Material and Construction Trade Division, Food Processing Division, Freight Division, Industrial Trades Division, Passenger Transportation, Public Services and Health Care Division, Solid Waste and Recycling Division, Tankhaul Division, Warehouse Division","6910 Eastern Avenue Baltimore MD , 21224",39.288661,-76.529052,2026-02-03T08:59:28.293970
572,Teamsters LU No 572,Carson,CA,90746,(310) 515-0601,,https://www.teamsters572.org,Lourdes Garcia,Secretary-Treasurer,"Brewery, Bakery, & Soft Drink, Building Material and Construction Trade Division, Convention, Trade Show & Casino Division, Industrial Trades Division, Package Division, Passenger Transportation, Public Services and Health Care Division, Solid Waste and Recycling Division, Warehouse Division","450 E Carson Plaza Dr Carson CA , 90746",33.847165,-118.266785,2026-02-03T08:59:28.293972
577,Teamsters LU No 577,Amarillo,TX,79107,(806) 373-4349,,,Alfonso C. Brito,President,Package Division,"201 N. Johson Amarillo TX , 79107",35.230592,-101.802502,2026-02-03T08:59:28.293974
585,Teamsters LU No 585,Washington,PA,15301,(724) 225-6465,teamsters585@comcast.net,,Harold Close,Secretary-Treasurer,"Brewery, Bakery, & Soft Drink, Building Material and Construction Trade Division, Food Processing Division, Package Division, Public Services and Health Care Division, Solid Waste and Recycling Division, Tankhaul Division, Warehouse Division","457 Tyler Avenue Washington PA , 15301",40.184415,-80.2553,2026-02-03T08:59:28.293977
589,Teamsters LU No 589,Silverdale,WA,98383,(360) 452-3388,,https://www.teamsters589.org,Robert Driskell,Secretary-Treasurer,"Brewery, Bakery, & Soft Drink, Building Material and Construction Trade Division, Freight Division, Package Division, Public Services and Health Care Division, Solid Waste and Recycling Division","11871 Silverdale Way, NW Suite 111 Silverdale WA , 98383",48.055733,-123.91784,2026-02-03T08:59:28.293980
592,Teamsters LU No 592,Richmond,VA,23222,(804) 329-9530,teamsterslocal592@comcast.net,https://www.local592.org,James R. Smith,President,"Brewery, Bakery, & Soft Drink, Building Material and Construction Trade Division, Food Processing Division, Freight Division, Industrial Trades Division, Package Division, Public Services and Health Care Division, Tankhaul Division, Warehouse Division","3705 Carolina Avenue Richmond VA , 23222",37.581525,-77.413624,2026-02-03T08:59:28.293983
597,Teamsters LU No 597,Williston,VT,05495,(802) 476-4159,Tony@teamsterslocal597.net,https://www.teamsterslocal597.net,Tony St. Hilaire,Secretary-Treasurer,"Food Processing Division, Freight Division, Industrial Trades Division, Package Division, Passenger Transportation, Public Services and Health Care Division","202 Commerce Street Williston VT , 05495",44.175744,-72.50247,2026-02-03T08:59:28.293985
600,Teamsters LU No 600,Maryland Heights,MO,63043,(314) 388-4400,,https://www.teamsters600.org,John Kelting,President,"Brewery, Bakery, & Soft Drink, Building Material and Construction Trade Division, Convention, Trade Show & Casino Division, Express Division, Food Processing Division, Freight Division, Industrial Trades Division, Package Division, Passenger Transportation, Public Services and Health Care Division, Warehouse Division","161 Weldon Parkway Maryland Heights MO , 63043",38.713596,-90.442541,2026-02-03T08:59:28.293988
604,Teamsters LU No 604,St Louis,MO,63110,(314) 534-2301,,,Daniel Shott,Secretary-Treasurer,,"5730 Elizabeth Avenue St Louis MO , 63110",38.609029,-90.198952,2026-02-03T08:59:28.293990
610,Teamsters LU No 610,Maryland Heights,MO,63043,(314) 209-0018,,https://www.teamsterslocal610.org,Daniel Thacker,Secretary-Treasurer,"Convention, Trade Show & Casino Division, Food Processing Division, Freight Division, Passenger Transportation, Public Services and Health Care Division, Solid Waste and Recycling Division, Tankhaul Division, Warehouse Division","11472 Schenk Drive, Suite E Maryland Heights MO , 63043",38.709686,-90.420056,2026-02-03T08:59:28.293992
612,Teamsters LU No 612,Birmingham,AL,35219,(205) 945-9337,admin@teamsters612.org,,Steven Parker,President,"Brewery, Bakery, & Soft Drink, Food Processing Division, Freight Division, Industrial Trades Division, Package Division, Passenger Transportation, Warehouse Division","Post Office Bx 190008 Birmingham AL , 35219",33.544622,-86.929208,2026-02-03T08:59:28.293995
614,Teamsters LU No 614,Pontiac,MI,48342,(248) 334-4573,,,Dennis Krogstad,President,"Building Material and Construction Trade Division, Convention, Trade Show & Casino Division, Freight Division, Industrial Trades Division, Passenger Transportation, Public Services and Health Care Division, Solid Waste and Recycling Division, Warehouse Division","75 North Saginaw Street Pontiac MI , 48342",42.639117,-83.293253,2026-02-03T08:59:28.293997
618,Teamsters LU No 618,St. Louis,MO,63114,(314) 426-4618,ibt618@sbcglobal.net,,Derek Kropp,Secretary-Treasurer,"Airline Division, Brewery, Bakery, & Soft Drink, Building Material and Construction Trade Division, Freight Division, Industrial Trades Division, Public Services and Health Care Division, Tankhaul Division, Warehouse Division","9040 A Lackland Road St. Louis MO , 63114",38.69936,-90.356882,2026-02-03T08:59:28.293999
623,Teamsters LU No 623,Philadelphia,PA,19137,(215) 289-0580,info@teamsterslocal623.org,https://www.teamsterslocal623.org,"Richard Hooker, Jr.",Secretary-Treasurer,"Package Division, Passenger Transportation, Warehouse Division","4369 Richmond Street Philadelphia PA , 19137",39.996174,-75.074856,2026-02-03T08:59:28.294003
